primary_color,secondary_color,tertiary_color,rgb_color
78,179,41,"78, 179, 41"
109,183,132,"109, 183, 132"
209,178,166,"209, 178, 166"
2,121,193,"2, 121, 193"
35,228,159,"35, 228, 159"
68,197,189,"68, 197, 189"
168,30,198,"168, 30, 198"
79,203,159,"79, 203, 159"
241,188,31,"241, 188, 31"
234,196,235,"234, 196, 235"
71,172,126,"71, 172, 126"
84,78,185,"84, 78, 185"
46,150,251,"46, 150, 251"
220,59,246,"220, 59, 246"
8,206,247,"8, 206, 247"
106,251,9,"106, 251, 9"
175,31,197,"175, 31, 197"
136,79,229,"136, 79, 229"
174,117,201,"174, 117, 201"
101,134,195,"101, 134, 195"
148,34,145,"148, 34, 145"
106,235,58,"106, 235, 58"
33,68,39,"33, 68, 39"
173,87,114,"173, 87, 114"
195,200,135,"195, 200, 135"
202,66,134,"202, 66, 134"
41,200,180,"41, 200, 180"
155,39,205,"155, 39, 205"
139,184,55,"139, 184, 55"
158,39,89,"158, 39, 89"
46,62,252,"46, 62, 252"
164,169,242,"164, 169, 242"
197,42,182,"197, 42, 182"
242,112,242,"242, 112, 242"
222,25,19,"222, 25, 19"
119,95,6,"119, 95, 6"
176,208,189,"176, 208, 189"
166,137,61,"166, 137, 61"
2,39,5,"2, 39, 5"
60,223,111,"60, 223, 111"
38,9,61,"38, 9, 61"
89,217,164,"89, 217, 164"
231,117,122,"231, 117, 122"
83,29,143,"83, 29, 143"
49,120,91,"49, 120, 91"
133,148,128,"133, 148, 128"
174,152,254,"174, 152, 254"
59,89,96,"59, 89, 96"
87,160,141,"87, 160, 141"
119,185,191,"119, 185, 191"
40,211,114,"40, 211, 114"
37,57,144,"37, 57, 144"
212,174,7,"212, 174, 7"
17,201,74,"17, 201, 74"
127,131,158,"127, 131, 158"
49,98,109,"49, 98, 109"
164,143,231,"164, 143, 231"
176,99,41,"176, 99, 41"
10,202,196,"10, 202, 196"
202,153,5,"202, 153, 5"
190,121,222,"190, 121, 222"
136,35,136,"136, 35, 136"
11,186,49,"11, 186, 49"
218,19,205,"218, 19, 205"
218,174,51,"218, 174, 51"
192,178,237,"192, 178, 237"
188,22,179,"188, 22, 179"
109,182,161,"109, 182, 161"
124,52,132,"124, 52, 132"
62,244,74,"62, 244, 74"
74,113,122,"74, 113, 122"
62,38,33,"62, 38, 33"
237,30,54,"237, 30, 54"
83,134,25,"83, 134, 25"
231,122,56,"231, 122, 56"
193,4,102,"193, 4, 102"
197,201,85,"197, 201, 85"
177,177,73,"177, 177, 73"
212,186,71,"212, 186, 71"
60,104,73,"60, 104, 73"
182,245,88,"182, 245, 88"
34,65,58,"34, 65, 58"
132,148,80,"132, 148, 80"
241,8,222,"241, 8, 222"
190,159,113,"190, 159, 113"
76,150,138,"76, 150, 138"
175,90,112,"175, 90, 112"
118,60,36,"118, 60, 36"
25,1,137,"25, 1, 137"
124,114,168,"124, 114, 168"
107,51,6,"107, 51, 6"
14,166,156,"14, 166, 156"
102,100,237,"102, 100, 237"
48,72,69,"48, 72, 69"
70,86,254,"70, 86, 254"
188,31,81,"188, 31, 81"
78,26,32,"78, 26, 32"
102,54,120,"102, 54, 120"
84,169,154,"84, 169, 154"
184,25,79,"184, 25, 79"
87,119,87,"87, 119, 87"
134,247,14,"134, 247, 14"
1,131,208,"1, 131, 208"
56,137,140,"56, 137, 140"
244,212,175,"244, 212, 175"
139,196,8,"139, 196, 8"
136,223,34,"136, 223, 34"
210,91,5,"210, 91, 5"
201,67,105,"201, 67, 105"
43,205,27,"43, 205, 27"
244,206,87,"244, 206, 87"
8,21,226,"8, 21, 226"
33,79,80,"33, 79, 80"
53,113,35,"53, 113, 35"
161,208,173,"161, 208, 173"
152,61,102,"152, 61, 102"
254,209,9,"254, 209, 9"
41,247,5,"41, 247, 5"
75,167,126,"75, 167, 126"
254,161,133,"254, 161, 133"
70,222,48,"70, 222, 48"
173,94,141,"173, 94, 141"
190,42,254,"190, 42, 254"
28,73,130,"28, 73, 130"
98,181,160,"98, 181, 160"
184,167,244,"184, 167, 244"
82,120,240,"82, 120, 240"
245,122,5,"245, 122, 5"
152,18,190,"152, 18, 190"
16,252,197,"16, 252, 197"
243,5,90,"243, 5, 90"
53,125,208,"53, 125, 208"
236,28,203,"236, 28, 203"
125,100,104,"125, 100, 104"
25,38,147,"25, 38, 147"
134,107,169,"134, 107, 169"
40,8,111,"40, 8, 111"
206,46,218,"206, 46, 218"
97,227,177,"97, 227, 177"
39,121,227,"39, 121, 227"
45,23,112,"45, 23, 112"
2,22,102,"2, 22, 102"
36,159,64,"36, 159, 64"
185,187,169,"185, 187, 169"
241,109,10,"241, 109, 10"
44,162,156,"44, 162, 156"
220,224,56,"220, 224, 56"
108,30,141,"108, 30, 141"
228,36,158,"228, 36, 158"
201,47,126,"201, 47, 126"
74,112,151,"74, 112, 151"
71,22,30,"71, 22, 30"
205,47,133,"205, 47, 133"
105,62,196,"105, 62, 196"
41,11,65,"41, 11, 65"
156,249,227,"156, 249, 227"
70,99,91,"70, 99, 91"
108,207,21,"108, 207, 21"
114,145,194,"114, 145, 194"
154,88,71,"154, 88, 71"
232,59,40,"232, 59, 40"
93,158,101,"93, 158, 101"
244,158,142,"244, 158, 142"
43,107,225,"43, 107, 225"
203,38,19,"203, 38, 19"
39,253,13,"39, 253, 13"
70,207,3,"70, 207, 3"
242,133,108,"242, 133, 108"
76,116,13,"76, 116, 13"
2,27,117,"2, 27, 117"
138,225,124,"138, 225, 124"
43,143,93,"43, 143, 93"
193,34,98,"193, 34, 98"
91,55,31,"91, 55, 31"
215,126,244,"215, 126, 244"
66,73,208,"66, 73, 208"
201,88,96,"201, 88, 96"
251,119,224,"251, 119, 224"
110,30,251,"110, 30, 251"
143,69,92,"143, 69, 92"
63,206,129,"63, 206, 129"
58,46,23,"58, 46, 23"
124,168,187,"124, 168, 187"
96,180,174,"96, 180, 174"
241,10,255,"241, 10, 255"
53,154,115,"53, 154, 115"
105,41,21,"105, 41, 21"
245,104,231,"245, 104, 231"
82,132,137,"82, 132, 137"
227,163,180,"227, 163, 180"
195,68,189,"195, 68, 189"
188,102,220,"188, 102, 220"
254,41,52,"254, 41, 52"
253,147,110,"253, 147, 110"
239,25,130,"239, 25, 130"
187,210,21,"187, 210, 21"
72,107,244,"72, 107, 244"
132,139,235,"132, 139, 235"
143,234,141,"143, 234, 141"
106,168,230,"106, 168, 230"
153,78,183,"153, 78, 183"
62,137,247,"62, 137, 247"
164,73,95,"164, 73, 95"
58,75,42,"58, 75, 42"
135,55,132,"135, 55, 132"
53,142,132,"53, 142, 132"
220,143,226,"220, 143, 226"
249,35,211,"249, 35, 211"
88,170,67,"88, 170, 67"
234,65,241,"234, 65, 241"
58,240,18,"58, 240, 18"
237,80,183,"237, 80, 183"
40,187,204,"40, 187, 204"
196,95,4,"196, 95, 4"
54,127,164,"54, 127, 164"
160,15,244,"160, 15, 244"
58,127,83,"58, 127, 83"
145,38,210,"145, 38, 210"
183,188,219,"183, 188, 219"
104,90,178,"104, 90, 178"
106,44,247,"106, 44, 247"
125,108,218,"125, 108, 218"
96,211,247,"96, 211, 247"
157,104,155,"157, 104, 155"
17,135,161,"17, 135, 161"
25,25,178,"25, 25, 178"
159,32,209,"159, 32, 209"
20,110,148,"20, 110, 148"
107,143,82,"107, 143, 82"
59,3,119,"59, 3, 119"
199,103,86,"199, 103, 86"
66,109,60,"66, 109, 60"
15,35,165,"15, 35, 165"
252,32,74,"252, 32, 74"
199,151,52,"199, 151, 52"
179,50,72,"179, 50, 72"
104,58,117,"104, 58, 117"
101,26,25,"101, 26, 25"
71,175,136,"71, 175, 136"
73,143,74,"73, 143, 74"
253,134,88,"253, 134, 88"
145,67,175,"145, 67, 175"
162,240,76,"162, 240, 76"
252,164,211,"252, 164, 211"
53,32,52,"53, 32, 52"
251,171,80,"251, 171, 80"
247,47,232,"247, 47, 232"
128,75,188,"128, 75, 188"
232,27,98,"232, 27, 98"
53,105,222,"53, 105, 222"
207,212,114,"207, 212, 114"
150,164,28,"150, 164, 28"
194,185,158,"194, 185, 158"
94,40,14,"94, 40, 14"
200,8,89,"200, 8, 89"
233,48,185,"233, 48, 185"
244,188,101,"244, 188, 101"
217,79,12,"217, 79, 12"
53,74,153,"53, 74, 153"
162,117,193,"162, 117, 193"
83,125,202,"83, 125, 202"
105,173,248,"105, 173, 248"
220,249,42,"220, 249, 42"
48,81,137,"48, 81, 137"
32,150,37,"32, 150, 37"
37,127,47,"37, 127, 47"
122,218,213,"122, 218, 213"
132,154,4,"132, 154, 4"
20,103,255,"20, 103, 255"
167,8,68,"167, 8, 68"
122,204,75,"122, 204, 75"
119,250,63,"119, 250, 63"
146,64,182,"146, 64, 182"
8,44,152,"8, 44, 152"
171,60,48,"171, 60, 48"
172,110,111,"172, 110, 111"
83,115,78,"83, 115, 78"
246,83,170,"246, 83, 170"
235,200,232,"235, 200, 232"
210,165,253,"210, 165, 253"
195,42,135,"195, 42, 135"
122,156,248,"122, 156, 248"
34,109,99,"34, 109, 99"
194,158,75,"194, 158, 75"
173,162,119,"173, 162, 119"
220,30,251,"220, 30, 251"
158,101,189,"158, 101, 189"
98,247,189,"98, 247, 189"
135,209,200,"135, 209, 200"
250,14,98,"250, 14, 98"
247,75,90,"247, 75, 90"
115,148,19,"115, 148, 19"
35,190,201,"35, 190, 201"
201,109,133,"201, 109, 133"
102,237,128,"102, 237, 128"
191,63,200,"191, 63, 200"
127,238,155,"127, 238, 155"
164,185,184,"164, 185, 184"
226,186,45,"226, 186, 45"
107,246,81,"107, 246, 81"
198,230,242,"198, 230, 242"
138,172,153,"138, 172, 153"
57,155,29,"57, 155, 29"
23,80,95,"23, 80, 95"
42,151,23,"42, 151, 23"
254,173,144,"254, 173, 144"
42,117,66,"42, 117, 66"
164,85,57,"164, 85, 57"
205,90,129,"205, 90, 129"
248,89,45,"248, 89, 45"
183,130,226,"183, 130, 226"
126,88,130,"126, 88, 130"
240,230,29,"240, 230, 29"
221,83,91,"221, 83, 91"
241,105,103,"241, 105, 103"
43,174,207,"43, 174, 207"
47,92,222,"47, 92, 222"
45,225,207,"45, 225, 207"
175,183,24,"175, 183, 24"
186,139,195,"186, 139, 195"
196,123,188,"196, 123, 188"
132,136,15,"132, 136, 15"
63,236,179,"63, 236, 179"
163,40,247,"163, 40, 247"
73,24,6,"73, 24, 6"
195,6,22,"195, 6, 22"
85,93,170,"85, 93, 170"
16,108,115,"16, 108, 115"
241,208,184,"241, 208, 184"
183,205,94,"183, 205, 94"
66,156,56,"66, 156, 56"
209,110,223,"209, 110, 223"
122,69,143,"122, 69, 143"
86,208,139,"86, 208, 139"
90,137,145,"90, 137, 145"
23,164,159,"23, 164, 159"
177,132,99,"177, 132, 99"
173,15,174,"173, 15, 174"
200,83,220,"200, 83, 220"
195,209,53,"195, 209, 53"
27,154,57,"27, 154, 57"
80,208,173,"80, 208, 173"
99,203,83,"99, 203, 83"
231,238,196,"231, 238, 196"
186,231,169,"186, 231, 169"
212,245,138,"212, 245, 138"
250,82,71,"250, 82, 71"
23,200,118,"23, 200, 118"
62,112,195,"62, 112, 195"
105,29,202,"105, 29, 202"
114,17,160,"114, 17, 160"
96,101,195,"96, 101, 195"
25,42,153,"25, 42, 153"
177,199,120,"177, 199, 120"
169,50,203,"169, 50, 203"
83,171,16,"83, 171, 16"
73,47,142,"73, 47, 142"
17,249,245,"17, 249, 245"
178,214,154,"178, 214, 154"
105,145,138,"105, 145, 138"
6,183,148,"6, 183, 148"
95,66,6,"95, 66, 6"
30,236,229,"30, 236, 229"
133,193,2,"133, 193, 2"
124,40,29,"124, 40, 29"
68,194,53,"68, 194, 53"
37,57,44,"37, 57, 44"
251,183,163,"251, 183, 163"
64,163,218,"64, 163, 218"
19,20,66,"19, 20, 66"
16,53,207,"16, 53, 207"
160,17,162,"160, 17, 162"
155,120,117,"155, 120, 117"
242,156,84,"242, 156, 84"
234,251,53,"234, 251, 53"
209,85,134,"209, 85, 134"
62,184,56,"62, 184, 56"
110,190,115,"110, 190, 115"
139,189,108,"139, 189, 108"
52,71,196,"52, 71, 196"
244,232,200,"244, 232, 200"
248,116,7,"248, 116, 7"
72,90,133,"72, 90, 133"
180,77,198,"180, 77, 198"
134,231,50,"134, 231, 50"
241,137,85,"241, 137, 85"
39,72,55,"39, 72, 55"
205,193,247,"205, 193, 247"
38,50,145,"38, 50, 145"
51,14,114,"51, 14, 114"
68,217,58,"68, 217, 58"
245,163,234,"245, 163, 234"
51,219,206,"51, 219, 206"
14,6,113,"14, 6, 113"
63,216,18,"63, 216, 18"
174,92,110,"174, 92, 110"
244,27,179,"244, 27, 179"
5,137,203,"5, 137, 203"
50,206,220,"50, 206, 220"
75,189,124,"75, 189, 124"
190,173,25,"190, 173, 25"
40,104,29,"40, 104, 29"
112,33,244,"112, 33, 244"
84,219,47,"84, 219, 47"
88,94,203,"88, 94, 203"
151,19,151,"151, 19, 151"
31,55,163,"31, 55, 163"
70,145,3,"70, 145, 3"
33,89,237,"33, 89, 237"
112,161,139,"112, 161, 139"
171,51,4,"171, 51, 4"
68,15,4,"68, 15, 4"
18,76,3,"18, 76, 3"
144,81,250,"144, 81, 250"
245,97,201,"245, 97, 201"
156,59,72,"156, 59, 72"
127,129,92,"127, 129, 92"
170,10,51,"170, 10, 51"
76,100,78,"76, 100, 78"
176,35,214,"176, 35, 214"
109,41,100,"109, 41, 100"
213,134,234,"213, 134, 234"
66,43,88,"66, 43, 88"
19,215,204,"19, 215, 204"
31,182,87,"31, 182, 87"
160,30,134,"160, 30, 134"
197,32,198,"197, 32, 198"
196,240,224,"196, 240, 224"
116,73,169,"116, 73, 169"
247,23,231,"247, 23, 231"
194,219,29,"194, 219, 29"
139,150,127,"139, 150, 127"
251,60,194,"251, 60, 194"
69,229,22,"69, 229, 22"
138,164,111,"138, 164, 111"
132,80,191,"132, 80, 191"
192,180,117,"192, 180, 117"
25,1,148,"25, 1, 148"
7,6,202,"7, 6, 202"
19,97,88,"19, 97, 88"
223,10,227,"223, 10, 227"
127,168,17,"127, 168, 17"
252,140,55,"252, 140, 55"
141,154,90,"141, 154, 90"
8,208,125,"8, 208, 125"
170,94,236,"170, 94, 236"
171,180,22,"171, 180, 22"
90,234,137,"90, 234, 137"
150,118,187,"150, 118, 187"
100,147,3,"100, 147, 3"
67,15,137,"67, 15, 137"
120,235,62,"120, 235, 62"
161,110,123,"161, 110, 123"
123,80,190,"123, 80, 190"
186,65,104,"186, 65, 104"
18,255,29,"18, 255, 29"
190,90,172,"190, 90, 172"
110,201,114,"110, 201, 114"
209,113,125,"209, 113, 125"
74,14,193,"74, 14, 193"
153,53,205,"153, 53, 205"
226,203,131,"226, 203, 131"
182,132,113,"182, 132, 113"
250,95,162,"250, 95, 162"
72,255,223,"72, 255, 223"
230,121,24,"230, 121, 24"
202,164,17,"202, 164, 17"
65,231,60,"65, 231, 60"
45,31,15,"45, 31, 15"
113,187,238,"113, 187, 238"
188,44,49,"188, 44, 49"
227,159,147,"227, 159, 147"
37,204,158,"37, 204, 158"
170,36,164,"170, 36, 164"
232,26,237,"232, 26, 237"
118,118,252,"118, 118, 252"
23,34,106,"23, 34, 106"
63,207,50,"63, 207, 50"
205,171,24,"205, 171, 24"
35,66,17,"35, 66, 17"
84,23,99,"84, 23, 99"
208,25,30,"208, 25, 30"
243,176,34,"243, 176, 34"
111,126,191,"111, 126, 191"
5,57,103,"5, 57, 103"
47,167,201,"47, 167, 201"
52,234,234,"52, 234, 234"
251,216,36,"251, 216, 36"
222,238,163,"222, 238, 163"
13,201,48,"13, 201, 48"
126,98,93,"126, 98, 93"
33,116,137,"33, 116, 137"
24,153,131,"24, 153, 131"
135,10,209,"135, 10, 209"
237,25,13,"237, 25, 13"
44,210,245,"44, 210, 245"
221,125,224,"221, 125, 224"
22,200,54,"22, 200, 54"
60,218,187,"60, 218, 187"
83,20,6,"83, 20, 6"
28,252,28,"28, 252, 28"
35,242,124,"35, 242, 124"
75,182,97,"75, 182, 97"
223,15,108,"223, 15, 108"
129,2,28,"129, 2, 28"
192,8,151,"192, 8, 151"
46,215,25,"46, 215, 25"
248,159,142,"248, 159, 142"
232,201,242,"232, 201, 242"
74,165,127,"74, 165, 127"
201,54,205,"201, 54, 205"
212,33,203,"212, 33, 203"
254,107,253,"254, 107, 253"
151,1,46,"151, 1, 46"
44,17,65,"44, 17, 65"
200,232,195,"200, 232, 195"
251,229,183,"251, 229, 183"
225,74,78,"225, 74, 78"
46,14,62,"46, 14, 62"
170,253,82,"170, 253, 82"
80,254,191,"80, 254, 191"
155,114,223,"155, 114, 223"
144,62,107,"144, 62, 107"
203,107,172,"203, 107, 172"
49,187,98,"49, 187, 98"
93,235,120,"93, 235, 120"
169,50,6,"169, 50, 6"
63,136,68,"63, 136, 68"
48,51,171,"48, 51, 171"
61,2,41,"61, 2, 41"
35,83,196,"35, 83, 196"
177,90,218,"177, 90, 218"
90,167,50,"90, 167, 50"
29,237,143,"29, 237, 143"
51,105,246,"51, 105, 246"
237,106,167,"237, 106, 167"
135,163,120,"135, 163, 120"
103,197,15,"103, 197, 15"
26,160,71,"26, 160, 71"
135,48,81,"135, 48, 81"
172,13,99,"172, 13, 99"
150,95,97,"150, 95, 97"
104,108,139,"104, 108, 139"
193,114,232,"193, 114, 232"
246,66,5,"246, 66, 5"
134,179,74,"134, 179, 74"
24,125,4,"24, 125, 4"
169,137,70,"169, 137, 70"
57,117,177,"57, 117, 177"
107,124,224,"107, 124, 224"
168,141,12,"168, 141, 12"
132,221,156,"132, 221, 156"
16,155,227,"16, 155, 227"
53,43,151,"53, 43, 151"
216,31,208,"216, 31, 208"
18,8,9,"18, 8, 9"
249,57,8,"249, 57, 8"
240,96,196,"240, 96, 196"
154,138,93,"154, 138, 93"
216,18,214,"216, 18, 214"
156,116,201,"156, 116, 201"
66,183,188,"66, 183, 188"
177,29,160,"177, 29, 160"
213,94,158,"213, 94, 158"
152,74,201,"152, 74, 201"
127,208,13,"127, 208, 13"
198,59,231,"198, 59, 231"
80,41,87,"80, 41, 87"
255,10,165,"255, 10, 165"
66,145,91,"66, 145, 91"
46,31,31,"46, 31, 31"
18,249,251,"18, 249, 251"
27,154,96,"27, 154, 96"
106,86,165,"106, 86, 165"
148,191,27,"148, 191, 27"
169,80,60,"169, 80, 60"
207,52,140,"207, 52, 140"
29,83,170,"29, 83, 170"
170,1,66,"170, 1, 66"
178,49,160,"178, 49, 160"
68,114,126,"68, 114, 126"
162,77,132,"162, 77, 132"
214,145,114,"214, 145, 114"
236,226,126,"236, 226, 126"
140,187,247,"140, 187, 247"
30,169,135,"30, 169, 135"
168,72,247,"168, 72, 247"
114,75,125,"114, 75, 125"
23,175,146,"23, 175, 146"
124,20,97,"124, 20, 97"
135,89,113,"135, 89, 113"
135,187,26,"135, 187, 26"
115,25,80,"115, 25, 80"
236,29,45,"236, 29, 45"
49,210,64,"49, 210, 64"
134,186,223,"134, 186, 223"
254,87,90,"254, 87, 90"
208,104,183,"208, 104, 183"
65,16,168,"65, 16, 168"
228,209,171,"228, 209, 171"
131,242,218,"131, 242, 218"
161,116,220,"161, 116, 220"
132,218,118,"132, 218, 118"
139,102,221,"139, 102, 221"
190,53,134,"190, 53, 134"
106,199,224,"106, 199, 224"
85,99,120,"85, 99, 120"
111,28,169,"111, 28, 169"
136,142,41,"136, 142, 41"
209,133,213,"209, 133, 213"
220,74,76,"220, 74, 76"
232,59,22,"232, 59, 22"
231,193,157,"231, 193, 157"
145,49,4,"145, 49, 4"
23,234,73,"23, 234, 73"
79,52,83,"79, 52, 83"
202,26,169,"202, 26, 169"
29,239,35,"29, 239, 35"
35,185,157,"35, 185, 157"
205,233,130,"205, 233, 130"
243,235,55,"243, 235, 55"
58,231,147,"58, 231, 147"
165,222,230,"165, 222, 230"
242,76,188,"242, 76, 188"
131,173,29,"131, 173, 29"
100,136,103,"100, 136, 103"
27,36,209,"27, 36, 209"
21,149,166,"21, 149, 166"
156,41,182,"156, 41, 182"
223,23,225,"223, 23, 225"
33,141,226,"33, 141, 226"
195,5,154,"195, 5, 154"
233,109,225,"233, 109, 225"
219,221,75,"219, 221, 75"
147,70,97,"147, 70, 97"
24,241,43,"24, 241, 43"
