temperature,humidity,pressure,weather
85,45,2443,"85,45,2443"
87,12,3621,"87,12,3621"
72,23,932,"72,23,932"
96,0,3719,"96,0,3719"
7,67,5582,"7,67,5582"
58,79,1899,"58,79,1899"
24,47,9592,"24,47,9592"
85,94,9660,"85,94,9660"
39,93,7409,"39,93,7409"
76,6,115,"76,6,115"
64,35,9317,"64,35,9317"
63,87,666,"63,87,666"
18,61,3941,"18,61,3941"
8,84,910,"8,84,910"
59,66,1733,"59,66,1733"
47,84,2465,"47,84,2465"
12,19,9424,"12,19,9424"
0,19,356,"0,19,356"
52,52,3048,"52,52,3048"
39,2,1563,"39,2,1563"
82,54,918,"82,54,918"
74,53,3242,"74,53,3242"
87,10,2618,"87,10,2618"
95,24,7083,"95,24,7083"
53,34,8333,"53,34,8333"
45,78,2243,"45,78,2243"
11,93,643,"11,93,643"
40,13,1864,"40,13,1864"
34,63,595,"34,63,595"
51,6,1985,"51,6,1985"
76,79,3896,"76,79,3896"
17,63,2945,"17,63,2945"
67,14,2384,"67,14,2384"
21,67,5613,"21,67,5613"
72,47,9093,"72,47,9093"
88,45,2124,"88,45,2124"
92,10,4710,"92,10,4710"
37,21,6703,"37,21,6703"
17,12,6848,"17,12,6848"
89,24,2230,"89,24,2230"
86,77,9926,"86,77,9926"
1,58,439,"1,58,439"
15,47,8314,"15,47,8314"
78,18,3620,"78,18,3620"
42,34,9488,"42,34,9488"
88,14,4192,"88,14,4192"
38,65,5816,"38,65,5816"
25,27,150,"25,27,150"
71,22,7967,"71,22,7967"
71,95,3111,"71,95,3111"
78,74,2166,"78,74,2166"
49,10,5543,"49,10,5543"
80,29,1527,"80,29,1527"
31,99,363,"31,99,363"
69,26,4420,"69,26,4420"
50,22,8369,"50,22,8369"
36,84,3612,"36,84,3612"
48,57,9964,"48,57,9964"
27,57,7973,"27,57,7973"
72,61,3030,"72,61,3030"
65,55,5355,"65,55,5355"
13,15,3370,"13,15,3370"
67,91,7852,"67,91,7852"
49,46,6965,"49,46,6965"
34,72,3615,"34,72,3615"
57,36,9703,"57,36,9703"
53,59,1672,"53,59,1672"
92,8,2431,"92,8,2431"
29,4,7863,"29,4,7863"
35,14,6490,"35,14,6490"
22,58,1896,"22,58,1896"
47,84,9593,"47,84,9593"
29,80,9309,"29,80,9309"
77,46,2506,"77,46,2506"
53,9,9787,"53,9,9787"
3,35,7603,"3,35,7603"
22,66,3003,"22,66,3003"
92,31,4970,"92,31,4970"
94,95,9350,"94,95,9350"
45,73,9953,"45,73,9953"
38,95,3572,"38,95,3572"
89,85,1899,"89,85,1899"
76,31,6550,"76,31,6550"
69,39,9361,"69,39,9361"
12,32,9259,"12,32,9259"
85,7,8716,"85,7,8716"
43,25,1637,"43,25,1637"
42,90,7580,"42,90,7580"
99,78,8979,"99,78,8979"
36,89,1707,"36,89,1707"
43,85,3425,"43,85,3425"
98,73,8391,"98,73,8391"
85,79,2105,"85,79,2105"
78,96,1721,"78,96,1721"
48,32,141,"48,32,141"
93,33,2458,"93,33,2458"
0,17,7270,"0,17,7270"
58,62,3704,"58,62,3704"
18,15,3506,"18,15,3506"
9,73,8609,"9,73,8609"
57,85,7377,"57,85,7377"
50,19,7792,"50,19,7792"
17,76,5258,"17,76,5258"
38,9,2626,"38,9,2626"
46,91,4242,"46,91,4242"
89,42,4866,"89,42,4866"
73,57,3387,"73,57,3387"
98,33,7332,"98,33,7332"
68,84,9988,"68,84,9988"
47,45,3670,"47,45,3670"
97,20,9526,"97,20,9526"
62,17,8388,"62,17,8388"
64,35,1795,"64,35,1795"
90,65,2431,"90,65,2431"
73,33,8843,"73,33,8843"
14,39,5616,"14,39,5616"
23,11,2045,"23,11,2045"
86,79,6867,"86,79,6867"
57,75,7861,"57,75,7861"
19,98,1911,"19,98,1911"
50,32,2881,"50,32,2881"
46,68,3711,"46,68,3711"
13,87,9369,"13,87,9369"
60,99,6429,"60,99,6429"
63,99,738,"63,99,738"
64,61,2328,"64,61,2328"
31,78,7437,"31,78,7437"
11,66,9340,"11,66,9340"
63,61,6773,"63,61,6773"
74,55,8578,"74,55,8578"
84,56,6085,"84,56,6085"
20,78,1960,"20,78,1960"
10,26,4469,"10,26,4469"
69,66,8499,"69,66,8499"
27,72,4013,"27,72,4013"
47,13,2882,"47,13,2882"
70,63,5286,"70,63,5286"
80,84,4971,"80,84,4971"
23,85,9175,"23,85,9175"
95,3,5512,"95,3,5512"
38,87,1708,"38,87,1708"
40,58,6230,"40,58,6230"
23,5,4513,"23,5,4513"
82,98,1698,"82,98,1698"
63,80,3413,"63,80,3413"
65,67,2806,"65,67,2806"
81,63,1587,"81,63,1587"
3,62,5424,"3,62,5424"
51,78,3599,"51,78,3599"
10,76,3804,"10,76,3804"
44,90,946,"44,90,946"
56,50,3392,"56,50,3392"
41,65,9388,"41,65,9388"
38,90,9173,"38,90,9173"
52,99,3231,"52,99,3231"
96,89,7961,"96,89,7961"
40,9,3031,"40,9,3031"
93,61,7974,"93,61,7974"
51,97,904,"51,97,904"
49,95,4544,"49,95,4544"
37,92,6911,"37,92,6911"
83,16,8948,"83,16,8948"
61,1,6194,"61,1,6194"
3,69,5539,"3,69,5539"
68,8,6838,"68,8,6838"
17,31,5979,"17,31,5979"
51,83,2348,"51,83,2348"
85,15,4210,"85,15,4210"
6,54,49,"6,54,49"
97,41,3146,"97,41,3146"
93,70,3433,"93,70,3433"
28,64,4304,"28,64,4304"
32,90,411,"32,90,411"
82,35,1549,"82,35,1549"
66,99,2127,"66,99,2127"
28,75,63,"28,75,63"
12,6,2134,"12,6,2134"
27,81,7316,"27,81,7316"
20,77,4113,"20,77,4113"
97,18,221,"97,18,221"
42,53,6587,"42,53,6587"
46,2,9221,"46,2,9221"
17,12,5265,"17,12,5265"
27,81,4419,"27,81,4419"
58,47,1142,"58,47,1142"
33,46,2466,"33,46,2466"
58,13,6789,"58,13,6789"
34,50,4678,"34,50,4678"
31,73,6113,"31,73,6113"
28,77,6542,"28,77,6542"
30,53,3892,"30,53,3892"
5,75,8496,"5,75,8496"
94,66,9873,"94,66,9873"
32,36,8440,"32,36,8440"
6,80,9646,"6,80,9646"
76,66,9346,"76,66,9346"
86,11,3544,"86,11,3544"
56,88,6688,"56,88,6688"
50,84,4805,"50,84,4805"
31,66,9293,"31,66,9293"
7,42,7911,"7,42,7911"
62,2,8502,"62,2,8502"
0,36,7211,"0,36,7211"
76,34,3603,"76,34,3603"
51,50,2724,"51,50,2724"
51,38,6501,"51,38,6501"
87,21,2492,"87,21,2492"
96,42,6981,"96,42,6981"
65,18,387,"65,18,387"
86,60,7497,"86,60,7497"
83,52,5514,"83,52,5514"
94,36,5075,"94,36,5075"
1,35,2362,"1,35,2362"
62,87,3867,"62,87,3867"
63,4,208,"63,4,208"
52,80,5103,"52,80,5103"
85,33,2049,"85,33,2049"
38,92,33,"38,92,33"
97,9,3357,"97,9,3357"
24,59,728,"24,59,728"
83,25,8634,"83,25,8634"
77,31,8293,"77,31,8293"
80,46,2232,"80,46,2232"
1,74,9613,"1,74,9613"
36,43,2791,"36,43,2791"
98,17,7149,"98,17,7149"
80,26,7328,"80,26,7328"
86,2,6935,"86,2,6935"
82,97,1694,"82,97,1694"
73,49,6789,"73,49,6789"
9,43,7859,"9,43,7859"
8,72,1213,"8,72,1213"
30,53,7472,"30,53,7472"
6,13,8286,"6,13,8286"
83,70,7767,"83,70,7767"
71,14,1197,"71,14,1197"
38,58,6833,"38,58,6833"
69,19,65,"69,19,65"
4,40,2566,"4,40,2566"
25,33,9199,"25,33,9199"
17,44,7736,"17,44,7736"
97,97,3262,"97,97,3262"
82,97,3704,"82,97,3704"
3,48,1064,"3,48,1064"
98,62,6312,"98,62,6312"
9,58,7842,"9,58,7842"
7,44,7652,"7,44,7652"
64,8,3561,"64,8,3561"
36,56,519,"36,56,519"
27,38,9699,"27,38,9699"
60,73,2384,"60,73,2384"
3,86,9890,"3,86,9890"
25,26,2548,"25,26,2548"
50,71,3028,"50,71,3028"
78,51,7525,"78,51,7525"
3,51,1351,"3,51,1351"
88,39,2697,"88,39,2697"
83,59,6644,"83,59,6644"
48,76,5211,"48,76,5211"
90,3,2746,"90,3,2746"
48,95,6062,"48,95,6062"
85,95,8631,"85,95,8631"
59,97,2827,"59,97,2827"
37,12,470,"37,12,470"
62,5,1586,"62,5,1586"
41,8,6082,"41,8,6082"
86,52,4689,"86,52,4689"
40,77,363,"40,77,363"
49,9,5518,"49,9,5518"
16,49,6062,"16,49,6062"
44,56,6347,"44,56,6347"
26,45,8661,"26,45,8661"
33,17,9407,"33,17,9407"
86,33,9487,"86,33,9487"
60,54,6501,"60,54,6501"
61,68,9732,"61,68,9732"
74,37,6765,"74,37,6765"
24,10,2479,"24,10,2479"
85,73,404,"85,73,404"
71,36,8261,"71,36,8261"
92,18,188,"92,18,188"
47,95,6995,"47,95,6995"
37,38,2142,"37,38,2142"
84,22,5127,"84,22,5127"
74,84,7250,"74,84,7250"
58,26,4264,"58,26,4264"
23,57,8104,"23,57,8104"
55,18,7118,"55,18,7118"
29,67,179,"29,67,179"
20,56,1763,"20,56,1763"
20,45,9270,"20,45,9270"
19,21,960,"19,21,960"
33,32,7846,"33,32,7846"
39,56,7709,"39,56,7709"
77,80,1994,"77,80,1994"
37,73,4488,"37,73,4488"
87,3,7034,"87,3,7034"
2,33,2716,"2,33,2716"
65,93,1345,"65,93,1345"
38,94,3363,"38,94,3363"
46,50,3060,"46,50,3060"
78,97,6746,"78,97,6746"
35,90,7008,"35,90,7008"
90,15,5832,"90,15,5832"
26,30,8090,"26,30,8090"
35,29,816,"35,29,816"
22,65,2851,"22,65,2851"
49,29,554,"49,29,554"
77,77,2512,"77,77,2512"
26,5,8518,"26,5,8518"
76,76,8295,"76,76,8295"
94,61,6222,"94,61,6222"
71,47,2727,"71,47,2727"
88,52,8407,"88,52,8407"
4,87,2372,"4,87,2372"
34,4,445,"34,4,445"
53,67,2285,"53,67,2285"
99,54,3644,"99,54,3644"
48,32,1309,"48,32,1309"
80,37,6767,"80,37,6767"
10,43,4374,"10,43,4374"
13,65,4317,"13,65,4317"
5,58,4575,"5,58,4575"
30,67,7768,"30,67,7768"
18,40,2174,"18,40,2174"
38,15,6749,"38,15,6749"
3,56,5935,"3,56,5935"
74,27,2819,"74,27,2819"
20,47,8454,"20,47,8454"
15,52,3736,"15,52,3736"
26,97,1831,"26,97,1831"
40,51,8699,"40,51,8699"
79,73,7302,"79,73,7302"
2,53,2410,"2,53,2410"
36,88,9940,"36,88,9940"
5,91,8,"5,91,8"
33,76,4747,"33,76,4747"
33,94,8489,"33,94,8489"
69,13,464,"69,13,464"
64,3,7817,"64,3,7817"
7,39,4343,"7,39,4343"
23,39,3929,"23,39,3929"
95,19,2027,"95,19,2027"
22,0,1767,"22,0,1767"
32,95,4714,"32,95,4714"
59,43,9762,"59,43,9762"
12,80,5825,"12,80,5825"
39,42,9923,"39,42,9923"
1,91,7793,"1,91,7793"
80,6,9429,"80,6,9429"
34,44,7382,"34,44,7382"
47,15,6075,"47,15,6075"
24,77,5128,"24,77,5128"
41,55,134,"41,55,134"
55,6,4523,"55,6,4523"
42,68,863,"42,68,863"
90,35,4610,"90,35,4610"
7,72,1965,"7,72,1965"
52,44,6847,"52,44,6847"
83,23,8534,"83,23,8534"
24,42,9316,"24,42,9316"
70,35,218,"70,35,218"
95,77,998,"95,77,998"
75,40,1975,"75,40,1975"
93,28,8886,"93,28,8886"
51,67,335,"51,67,335"
60,64,471,"60,64,471"
70,41,1102,"70,41,1102"
17,32,4011,"17,32,4011"
81,68,2160,"81,68,2160"
28,80,6756,"28,80,6756"
26,57,8776,"26,57,8776"
20,39,4434,"20,39,4434"
36,58,1634,"36,58,1634"
94,56,1469,"94,56,1469"
86,42,1896,"86,42,1896"
82,64,6896,"82,64,6896"
2,31,9194,"2,31,9194"
3,36,3155,"3,36,3155"
93,8,4973,"93,8,4973"
8,81,4835,"8,81,4835"
78,74,9551,"78,74,9551"
18,65,6412,"18,65,6412"
83,66,4790,"83,66,4790"
41,43,7031,"41,43,7031"
28,1,1056,"28,1,1056"
5,85,8968,"5,85,8968"
27,14,6318,"27,14,6318"
53,30,6743,"53,30,6743"
16,91,8472,"16,91,8472"
4,72,9267,"4,72,9267"
62,70,6692,"62,70,6692"
66,3,9450,"66,3,9450"
92,64,6325,"92,64,6325"
66,52,3266,"66,52,3266"
2,83,4979,"2,83,4979"
99,79,7714,"99,79,7714"
35,99,3963,"35,99,3963"
31,1,3425,"31,1,3425"
59,51,5845,"59,51,5845"
26,81,4558,"26,81,4558"
53,39,9529,"53,39,9529"
29,63,2242,"29,63,2242"
71,17,2126,"71,17,2126"
9,31,1537,"9,31,1537"
85,29,9647,"85,29,9647"
26,56,2772,"26,56,2772"
80,48,4416,"80,48,4416"
78,57,7671,"78,57,7671"
22,10,3471,"22,10,3471"
92,84,9586,"92,84,9586"
44,78,5601,"44,78,5601"
15,10,7217,"15,10,7217"
37,81,8429,"37,81,8429"
95,38,4163,"95,38,4163"
61,42,3249,"61,42,3249"
12,71,7021,"12,71,7021"
5,5,5457,"5,5,5457"
58,39,1407,"58,39,1407"
0,51,8547,"0,51,8547"
19,30,1426,"19,30,1426"
8,19,8889,"8,19,8889"
90,17,8369,"90,17,8369"
72,88,7250,"72,88,7250"
95,73,5882,"95,73,5882"
99,46,185,"99,46,185"
88,91,2400,"88,91,2400"
76,27,7081,"76,27,7081"
45,93,1549,"45,93,1549"
29,69,7817,"29,69,7817"
1,54,5952,"1,54,5952"
97,88,2616,"97,88,2616"
28,11,1478,"28,11,1478"
57,98,2305,"57,98,2305"
84,64,8410,"84,64,8410"
61,62,7080,"61,62,7080"
28,4,8055,"28,4,8055"
52,56,4957,"52,56,4957"
68,66,6044,"68,66,6044"
36,26,3394,"36,26,3394"
84,13,7700,"84,13,7700"
97,89,9029,"97,89,9029"
64,86,9459,"64,86,9459"
30,93,2966,"30,93,2966"
53,40,3385,"53,40,3385"
63,66,7655,"63,66,7655"
1,35,80,"1,35,80"
85,69,9290,"85,69,9290"
81,47,1672,"81,47,1672"
35,76,219,"35,76,219"
75,74,9974,"75,74,9974"
39,66,9973,"39,66,9973"
58,48,2974,"58,48,2974"
89,18,6824,"89,18,6824"
52,79,4361,"52,79,4361"
59,84,3969,"59,84,3969"
70,7,4839,"70,7,4839"
66,84,1579,"66,84,1579"
21,26,6083,"21,26,6083"
8,13,5913,"8,13,5913"
51,52,5654,"51,52,5654"
99,88,3246,"99,88,3246"
62,42,5300,"62,42,5300"
65,80,6730,"65,80,6730"
59,26,3980,"59,26,3980"
34,24,6961,"34,24,6961"
47,29,2452,"47,29,2452"
67,0,1478,"67,0,1478"
52,85,270,"52,85,270"
52,28,1636,"52,28,1636"
20,31,1978,"20,31,1978"
53,0,8986,"53,0,8986"
24,38,3131,"24,38,3131"
6,22,1352,"6,22,1352"
3,89,5305,"3,89,5305"
54,70,832,"54,70,832"
76,1,377,"76,1,377"
93,74,9768,"93,74,9768"
7,84,8184,"7,84,8184"
66,28,6333,"66,28,6333"
37,10,3031,"37,10,3031"
24,55,8615,"24,55,8615"
67,37,8049,"67,37,8049"
61,8,9905,"61,8,9905"
27,72,6014,"27,72,6014"
64,31,2139,"64,31,2139"
97,87,269,"97,87,269"
62,19,5788,"62,19,5788"
6,69,3799,"6,69,3799"
66,0,7149,"66,0,7149"
62,13,2509,"62,13,2509"
72,25,1762,"72,25,1762"
95,72,7993,"95,72,7993"
34,20,2781,"34,20,2781"
7,75,5319,"7,75,5319"
89,96,2759,"89,96,2759"
87,13,4508,"87,13,4508"
89,92,7350,"89,92,7350"
99,31,7876,"99,31,7876"
59,44,193,"59,44,193"
17,80,2672,"17,80,2672"
31,19,6198,"31,19,6198"
61,31,6677,"61,31,6677"
98,82,9495,"98,82,9495"
85,82,7066,"85,82,7066"
48,48,1811,"48,48,1811"
3,76,2137,"3,76,2137"
78,63,3951,"78,63,3951"
41,32,6397,"41,32,6397"
88,65,2086,"88,65,2086"
55,66,338,"55,66,338"
44,79,4702,"44,79,4702"
87,37,1727,"87,37,1727"
79,11,3003,"79,11,3003"
27,40,1408,"27,40,1408"
99,75,8826,"99,75,8826"
7,24,1610,"7,24,1610"
88,59,3181,"88,59,3181"
76,41,8934,"76,41,8934"
31,27,9551,"31,27,9551"
92,10,9179,"92,10,9179"
96,26,9333,"96,26,9333"
84,46,4383,"84,46,4383"
71,40,152,"71,40,152"
98,47,7716,"98,47,7716"
10,91,5049,"10,91,5049"
62,48,9950,"62,48,9950"
34,5,8644,"34,5,8644"
78,4,8366,"78,4,8366"
7,11,8946,"7,11,8946"
15,11,9280,"15,11,9280"
16,39,5453,"16,39,5453"
49,80,6859,"49,80,6859"
35,11,3730,"35,11,3730"
39,85,8540,"39,85,8540"
40,96,3505,"40,96,3505"
81,91,4640,"81,91,4640"
29,60,7367,"29,60,7367"
71,79,5896,"71,79,5896"
50,19,4282,"50,19,4282"
99,44,2767,"99,44,2767"
84,79,1076,"84,79,1076"
88,36,8355,"88,36,8355"
1,9,95,"1,9,95"
33,60,4169,"33,60,4169"
61,71,4431,"61,71,4431"
40,75,2407,"40,75,2407"
49,74,1253,"49,74,1253"
50,91,916,"50,91,916"
96,64,6623,"96,64,6623"
44,92,3810,"44,92,3810"
52,46,3672,"52,46,3672"
92,92,8501,"92,92,8501"
5,90,9848,"5,90,9848"
3,55,3600,"3,55,3600"
95,28,4642,"95,28,4642"
96,56,4511,"96,56,4511"
57,34,6023,"57,34,6023"
17,84,3067,"17,84,3067"
1,73,4928,"1,73,4928"
46,94,4634,"46,94,4634"
9,7,4197,"9,7,4197"
15,58,3235,"15,58,3235"
23,12,5237,"23,12,5237"
32,67,8022,"32,67,8022"
70,16,3917,"70,16,3917"
15,36,4049,"15,36,4049"
18,18,8114,"18,18,8114"
81,60,7328,"81,60,7328"
67,12,884,"67,12,884"
15,25,6899,"15,25,6899"
50,92,9826,"50,92,9826"
52,15,7860,"52,15,7860"
22,73,3797,"22,73,3797"
94,14,1133,"94,14,1133"
12,52,8930,"12,52,8930"
73,7,3502,"73,7,3502"
11,25,3110,"11,25,3110"
80,83,7615,"80,83,7615"
75,35,2256,"75,35,2256"
