job_title,department_name,length_of_service,employee_info
Meats Manager,Accounting,25,"Meats Manager,Accounting,25"
"Director, HR Technology",Recruitment,24,"Director, HR Technology,Recruitment,24"
"Exec Assistant, Human Resources",Executive,23,"Exec Assistant, Human Resources,Executive,23"
"Director, Compensation",Executive,24,"Director, Compensation,Executive,24"
Produce Clerk,Legal,18,"Produce Clerk,Legal,18"
Produce Manager,Legal,24,"Produce Manager,Legal,24"
Store Manager,Meats,24,"Store Manager,Meats,24"
Produce Manager,Recruitment,24,"Produce Manager,Recruitment,24"
Produce Manager,Executive,25,"Produce Manager,Executive,25"
Produce Clerk,Dairy,19,"Produce Clerk,Dairy,19"
Corporate Lawyer,Meats,19,"Corporate Lawyer,Meats,19"
Produce Clerk,Produce,13,"Produce Clerk,Produce,13"
"Director, Accounts Receivable",Recruitment,23,"Director, Accounts Receivable,Recruitment,23"
Dairy Person,Executive,14,"Dairy Person,Executive,14"
Cashier,Accounts Payable,6,"Cashier,Accounts Payable,6"
Processed Foods Manager,Produce,24,"Processed Foods Manager,Produce,24"
Produce Manager,Bakery,26,"Produce Manager,Bakery,26"
Shelf Stocker,Dairy,6,"Shelf Stocker,Dairy,6"
"Director, Accounts Payable",Accounting,22,"Director, Accounts Payable,Accounting,22"
Bakery Manager,Meats,24,"Bakery Manager,Meats,24"
CHief Information Officer,HR Technology,23,"CHief Information Officer,HR Technology,23"
Bakery Manager,Meats,14,"Bakery Manager,Meats,14"
Recruiter,Processed Foods,18,"Recruiter,Processed Foods,18"
HRIS Analyst,Produce,19,"HRIS Analyst,Produce,19"
Produce Clerk,Customer Service,24,"Produce Clerk,Customer Service,24"
Cashier,Customer Service,8,"Cashier,Customer Service,8"
"Exec Assistant, VP Stores",Executive,26,"Exec Assistant, VP Stores,Executive,26"
CHief Information Officer,Executive,24,"CHief Information Officer,Executive,24"
Meat Cutter,Processed Foods,6,"Meat Cutter,Processed Foods,6"
Shelf Stocker,Customer Service,20,"Shelf Stocker,Customer Service,20"
Dairy Person,Executive,18,"Dairy Person,Executive,18"
VP Human Resources,Executive,26,"VP Human Resources,Executive,26"
"Director, Accounts Receivable",Investment,11,"Director, Accounts Receivable,Investment,11"
Store Manager,Bakery,16,"Store Manager,Bakery,16"
"Director, Audit",Meats,26,"Director, Audit,Meats,26"
"Director, Accounting",Employee Records,22,"Director, Accounting,Employee Records,22"
Investment Analyst,Dairy,9,"Investment Analyst,Dairy,9"
"Director, Recruitment",Accounts Receiveable,23,"Director, Recruitment,Accounts Receiveable,23"
Meat Cutter,Accounting,12,"Meat Cutter,Accounting,12"
"Exec Assistant, VP Stores",Executive,25,"Exec Assistant, VP Stores,Executive,25"
Cashier,Customer Service,17,"Cashier,Customer Service,17"
Meats Manager,Store Management,26,"Meats Manager,Store Management,26"
Labor Relations Analyst,Bakery,25,"Labor Relations Analyst,Bakery,25"
Shelf Stocker,Customer Service,6,"Shelf Stocker,Customer Service,6"
Investment Analyst,Accounts Payable,23,"Investment Analyst,Accounts Payable,23"
Benefits Admin,Labor Relations,24,"Benefits Admin,Labor Relations,24"
Trainer,Compensation,19,"Trainer,Compensation,19"
CEO,Executive,26,"CEO,Executive,26"
Trainer,Investment,22,"Trainer,Investment,22"
Produce Clerk,Dairy,19,"Produce Clerk,Dairy,19"
CEO,Executive,22,"CEO,Executive,22"
Recruiter,Executive,26,"Recruiter,Executive,26"
Processed Foods Manager,Audit,19,"Processed Foods Manager,Audit,19"
Legal Counsel,Executive,18,"Legal Counsel,Executive,18"
"Director, Employee Records",Executive,26,"Director, Employee Records,Executive,26"
"Exec Assistant, Human Resources",Compensation,20,"Exec Assistant, Human Resources,Compensation,20"
Legal Counsel,Executive,21,"Legal Counsel,Executive,21"
"Director, Accounts Payable",Executive,24,"Director, Accounts Payable,Executive,24"
Meat Cutter,Accounting,20,"Meat Cutter,Accounting,20"
Produce Clerk,Customer Service,17,"Produce Clerk,Customer Service,17"
CEO,Executive,24,"CEO,Executive,24"
Produce Manager,Processed Foods,23,"Produce Manager,Processed Foods,23"
"Director, Accounting",Executive,17,"Director, Accounting,Executive,17"
Legal Counsel,Compensation,24,"Legal Counsel,Compensation,24"
Meat Cutter,Produce,26,"Meat Cutter,Produce,26"
"Director, Accounting",Bakery,26,"Director, Accounting,Bakery,26"
Accounts Receiveable Clerk,Processed Foods,13,"Accounts Receiveable Clerk,Processed Foods,13"
Baker,Bakery,21,"Baker,Bakery,21"
Baker,Customer Service,24,"Baker,Customer Service,24"
"Director, Accounts Payable",Produce,25,"Director, Accounts Payable,Produce,25"
CEO,Executive,26,"CEO,Executive,26"
Meats Manager,Executive,23,"Meats Manager,Executive,23"
"Exec Assistant, Finance",Executive,21,"Exec Assistant, Finance,Executive,21"
Meat Cutter,Processed Foods,14,"Meat Cutter,Processed Foods,14"
Benefits Admin,Bakery,14,"Benefits Admin,Bakery,14"
Produce Clerk,Processed Foods,13,"Produce Clerk,Processed Foods,13"
"Exec Assistant, Human Resources",Legal,24,"Exec Assistant, Human Resources,Legal,24"
Produce Clerk,Dairy,19,"Produce Clerk,Dairy,19"
Dairy Person,Executive,26,"Dairy Person,Executive,26"
Baker,Employee Records,16,"Baker,Employee Records,16"
Trainer,Accounting,23,"Trainer,Accounting,23"
VP Human Resources,Executive,25,"VP Human Resources,Executive,25"
Meat Cutter,Recruitment,23,"Meat Cutter,Recruitment,23"
Baker,Dairy,10,"Baker,Dairy,10"
Accounting Clerk,Processed Foods,13,"Accounting Clerk,Processed Foods,13"
Meat Cutter,Produce,22,"Meat Cutter,Produce,22"
Processed Foods Manager,Accounts Receiveable,24,"Processed Foods Manager,Accounts Receiveable,24"
"Exec Assistant, Legal Counsel",Executive,23,"Exec Assistant, Legal Counsel,Executive,23"
Meat Cutter,Dairy,20,"Meat Cutter,Dairy,20"
Accounts Payable Clerk,Processed Foods,23,"Accounts Payable Clerk,Processed Foods,23"
Labor Relations Analyst,Dairy,17,"Labor Relations Analyst,Dairy,17"
Baker,Customer Service,12,"Baker,Customer Service,12"
Investment Analyst,Processed Foods,16,"Investment Analyst,Processed Foods,16"
Accounting Clerk,Customer Service,2,"Accounting Clerk,Customer Service,2"
Produce Clerk,Customer Service,25,"Produce Clerk,Customer Service,25"
Cashier,Customer Service,15,"Cashier,Customer Service,15"
Dairy Manager,Dairy,20,"Dairy Manager,Dairy,20"
Compensation Analyst,Bakery,26,"Compensation Analyst,Bakery,26"
"Exec Assistant, Finance",HR Technology,24,"Exec Assistant, Finance,HR Technology,24"
VP Human Resources,Executive,21,"VP Human Resources,Executive,21"
"Exec Assistant, Legal Counsel",Executive,23,"Exec Assistant, Legal Counsel,Executive,23"
Recruiter,Bakery,14,"Recruiter,Bakery,14"
Corporate Lawyer,Customer Service,12,"Corporate Lawyer,Customer Service,12"
Corporate Lawyer,HR Technology,24,"Corporate Lawyer,HR Technology,24"
"Director, Recruitment",Produce,19,"Director, Recruitment,Produce,19"
Meat Cutter,Dairy,21,"Meat Cutter,Dairy,21"
Meats Manager,Executive,9,"Meats Manager,Executive,9"
Labor Relations Analyst,Accounts Payable,13,"Labor Relations Analyst,Accounts Payable,13"
Baker,Processed Foods,25,"Baker,Processed Foods,25"
VP Stores,Executive,25,"VP Stores,Executive,25"
Produce Clerk,Customer Service,8,"Produce Clerk,Customer Service,8"
"Director, Accounting",Meats,25,"Director, Accounting,Meats,25"
VP Stores,Executive,26,"VP Stores,Executive,26"
HRIS Analyst,Bakery,24,"HRIS Analyst,Bakery,24"
Cashier,Customer Service,10,"Cashier,Customer Service,10"
Meat Cutter,Investment,23,"Meat Cutter,Investment,23"
Shelf Stocker,Produce,22,"Shelf Stocker,Produce,22"
Compensation Analyst,Accounts Payable,26,"Compensation Analyst,Accounts Payable,26"
"Exec Assistant, Human Resources",Bakery,21,"Exec Assistant, Human Resources,Bakery,21"
"Director, Training",Store Management,22,"Director, Training,Store Management,22"
Store Manager,Executive,19,"Store Manager,Executive,19"
Produce Clerk,Processed Foods,20,"Produce Clerk,Processed Foods,20"
Baker,Dairy,22,"Baker,Dairy,22"
"Director, Accounts Payable",Bakery,21,"Director, Accounts Payable,Bakery,21"
Accounts Payable Clerk,Processed Foods,24,"Accounts Payable Clerk,Processed Foods,24"
Shelf Stocker,Customer Service,24,"Shelf Stocker,Customer Service,24"
Cashier,Bakery,19,"Cashier,Bakery,19"
"Exec Assistant, Finance",HR Technology,23,"Exec Assistant, Finance,HR Technology,23"
Shelf Stocker,Processed Foods,9,"Shelf Stocker,Processed Foods,9"
Shelf Stocker,Dairy,23,"Shelf Stocker,Dairy,23"
Meat Cutter,Accounting,26,"Meat Cutter,Accounting,26"
Baker,Dairy,17,"Baker,Dairy,17"
Baker,Compensation,23,"Baker,Compensation,23"
CHief Information Officer,Recruitment,26,"CHief Information Officer,Recruitment,26"
Shelf Stocker,Processed Foods,26,"Shelf Stocker,Processed Foods,26"
Labor Relations Analyst,Investment,20,"Labor Relations Analyst,Investment,20"
Recruiter,Accounting,26,"Recruiter,Accounting,26"
Accounts Receiveable Clerk,Dairy,18,"Accounts Receiveable Clerk,Dairy,18"
"Director, Training",Recruitment,25,"Director, Training,Recruitment,25"
Produce Manager,Produce,22,"Produce Manager,Produce,22"
"Exec Assistant, Legal Counsel",Produce,19,"Exec Assistant, Legal Counsel,Produce,19"
Accounts Payable Clerk,Employee Records,19,"Accounts Payable Clerk,Employee Records,19"
Baker,Processed Foods,20,"Baker,Processed Foods,20"
Meats Manager,Meats,24,"Meats Manager,Meats,24"
Customer Service Manager,Meats,5,"Customer Service Manager,Meats,5"
"Director, Recruitment",Produce,21,"Director, Recruitment,Produce,21"
"Director, Training",Produce,20,"Director, Training,Produce,20"
VP Stores,Executive,22,"VP Stores,Executive,22"
Trainer,Executive,23,"Trainer,Executive,23"
Meats Manager,Meats,17,"Meats Manager,Meats,17"
Cashier,Customer Service,9,"Cashier,Customer Service,9"
Produce Clerk,Customer Service,15,"Produce Clerk,Customer Service,15"
VP Finance,Executive,25,"VP Finance,Executive,25"
Investment Analyst,Produce,23,"Investment Analyst,Produce,23"
CHief Information Officer,Bakery,24,"CHief Information Officer,Bakery,24"
Benefits Admin,HR Technology,13,"Benefits Admin,HR Technology,13"
Processed Foods Manager,Accounting,10,"Processed Foods Manager,Accounting,10"
CEO,Executive,25,"CEO,Executive,25"
Legal Counsel,Executive,24,"Legal Counsel,Executive,24"
Accounting Clerk,Processed Foods,9,"Accounting Clerk,Processed Foods,9"
Dairy Manager,Accounts Receiveable,16,"Dairy Manager,Accounts Receiveable,16"
Customer Service Manager,Dairy,15,"Customer Service Manager,Dairy,15"
Accounts Payable Clerk,Meats,24,"Accounts Payable Clerk,Meats,24"
"Director, Audit",Meats,20,"Director, Audit,Meats,20"
Meats Manager,Executive,23,"Meats Manager,Executive,23"
Produce Clerk,Accounts Receiveable,16,"Produce Clerk,Accounts Receiveable,16"
"Director, Compensation",Employee Records,20,"Director, Compensation,Employee Records,20"
Customer Service Manager,Produce,21,"Customer Service Manager,Produce,21"
"Director, HR Technology",Meats,18,"Director, HR Technology,Meats,18"
HRIS Analyst,Bakery,14,"HRIS Analyst,Bakery,14"
Baker,Bakery,17,"Baker,Bakery,17"
VP Finance,Executive,23,"VP Finance,Executive,23"
Accounts Receiveable Clerk,Recruitment,22,"Accounts Receiveable Clerk,Recruitment,22"
Bakery Manager,HR Technology,21,"Bakery Manager,HR Technology,21"
Dairy Person,Accounts Payable,25,"Dairy Person,Accounts Payable,25"
Trainer,Processed Foods,23,"Trainer,Processed Foods,23"
Shelf Stocker,Processed Foods,14,"Shelf Stocker,Processed Foods,14"
Produce Clerk,Customer Service,14,"Produce Clerk,Customer Service,14"
Meat Cutter,Recruitment,19,"Meat Cutter,Recruitment,19"
"Director, Accounting",Accounts Payable,20,"Director, Accounting,Accounts Payable,20"
VP Stores,Executive,25,"VP Stores,Executive,25"
"Exec Assistant, Human Resources",Executive,25,"Exec Assistant, Human Resources,Executive,25"
Accounts Payable Clerk,Processed Foods,20,"Accounts Payable Clerk,Processed Foods,20"
Bakery Manager,Dairy,16,"Bakery Manager,Dairy,16"
Legal Counsel,Produce,24,"Legal Counsel,Produce,24"
Cashier,Customer Service,10,"Cashier,Customer Service,10"
Store Manager,Accounting,25,"Store Manager,Accounting,25"
"Director, Recruitment",Executive,25,"Director, Recruitment,Executive,25"
"Director, Compensation",Meats,22,"Director, Compensation,Meats,22"
Recruiter,Employee Records,13,"Recruiter,Employee Records,13"
HRIS Analyst,Bakery,25,"HRIS Analyst,Bakery,25"
Dairy Manager,Compensation,26,"Dairy Manager,Compensation,26"
Meat Cutter,Customer Service,14,"Meat Cutter,Customer Service,14"
Meat Cutter,Accounts Payable,25,"Meat Cutter,Accounts Payable,25"
"Exec Assistant, Human Resources",Labor Relations,21,"Exec Assistant, Human Resources,Labor Relations,21"
VP Stores,Produce,24,"VP Stores,Produce,24"
Dairy Manager,Executive,21,"Dairy Manager,Executive,21"
Trainer,Processed Foods,18,"Trainer,Processed Foods,18"
"Exec Assistant, Human Resources",Executive,23,"Exec Assistant, Human Resources,Executive,23"
Labor Relations Analyst,Customer Service,26,"Labor Relations Analyst,Customer Service,26"
Dairy Person,Executive,14,"Dairy Person,Executive,14"
Processed Foods Manager,Accounts Receiveable,25,"Processed Foods Manager,Accounts Receiveable,25"
Baker,Produce,26,"Baker,Produce,26"
VP Human Resources,Produce,21,"VP Human Resources,Produce,21"
"Exec Assistant, Legal Counsel",Training,21,"Exec Assistant, Legal Counsel,Training,21"
Baker,Accounting,21,"Baker,Accounting,21"
Shelf Stocker,Customer Service,20,"Shelf Stocker,Customer Service,20"
HRIS Analyst,Processed Foods,19,"HRIS Analyst,Processed Foods,19"
Accounts Payable Clerk,HR Technology,21,"Accounts Payable Clerk,HR Technology,21"
Accounting Clerk,Dairy,21,"Accounting Clerk,Dairy,21"
Customer Service Manager,Customer Service,13,"Customer Service Manager,Customer Service,13"
"Director, Accounts Receivable",Executive,20,"Director, Accounts Receivable,Executive,20"
Cashier,Processed Foods,15,"Cashier,Processed Foods,15"
Baker,Accounts Receiveable,22,"Baker,Accounts Receiveable,22"
Produce Manager,Accounting,24,"Produce Manager,Accounting,24"
Benefits Admin,Processed Foods,24,"Benefits Admin,Processed Foods,24"
CEO,Executive,24,"CEO,Executive,24"
Accounts Receiveable Clerk,Customer Service,21,"Accounts Receiveable Clerk,Customer Service,21"
Benefits Admin,Executive,19,"Benefits Admin,Executive,19"
Produce Clerk,Dairy,16,"Produce Clerk,Dairy,16"
Dairy Person,Bakery,22,"Dairy Person,Bakery,22"
Meat Cutter,Meats,26,"Meat Cutter,Meats,26"
Dairy Person,Produce,18,"Dairy Person,Produce,18"
Legal Counsel,Executive,22,"Legal Counsel,Executive,22"
Recruiter,Meats,23,"Recruiter,Meats,23"
Processed Foods Manager,Audit,21,"Processed Foods Manager,Audit,21"
VP Human Resources,Executive,23,"VP Human Resources,Executive,23"
CHief Information Officer,Executive,24,"CHief Information Officer,Executive,24"
"Director, HR Technology",Produce,24,"Director, HR Technology,Produce,24"
"Exec Assistant, Legal Counsel",Meats,15,"Exec Assistant, Legal Counsel,Meats,15"
"Exec Assistant, Human Resources",Executive,19,"Exec Assistant, Human Resources,Executive,19"
Shelf Stocker,Dairy,20,"Shelf Stocker,Dairy,20"
Dairy Manager,Processed Foods,19,"Dairy Manager,Processed Foods,19"
"Director, Accounts Payable",Meats,21,"Director, Accounts Payable,Meats,21"
"Director, Accounting",Produce,25,"Director, Accounting,Produce,25"
"Exec Assistant, Human Resources",Store Management,26,"Exec Assistant, Human Resources,Store Management,26"
Recruiter,Meats,22,"Recruiter,Meats,22"
Benefits Admin,Legal,14,"Benefits Admin,Legal,14"
VP Human Resources,Executive,26,"VP Human Resources,Executive,26"
Produce Clerk,Accounting,21,"Produce Clerk,Accounting,21"
Shelf Stocker,Customer Service,18,"Shelf Stocker,Customer Service,18"
Processed Foods Manager,Produce,22,"Processed Foods Manager,Produce,22"
"Exec Assistant, VP Stores",Executive,20,"Exec Assistant, VP Stores,Executive,20"
Baker,Customer Service,25,"Baker,Customer Service,25"
CHief Information Officer,Executive,26,"CHief Information Officer,Executive,26"
Investment Analyst,Customer Service,17,"Investment Analyst,Customer Service,17"
Legal Counsel,Bakery,26,"Legal Counsel,Bakery,26"
Investment Analyst,Accounts Receiveable,15,"Investment Analyst,Accounts Receiveable,15"
Processed Foods Manager,Meats,21,"Processed Foods Manager,Meats,21"
Produce Manager,Executive,24,"Produce Manager,Executive,24"
Baker,Customer Service,17,"Baker,Customer Service,17"
Legal Counsel,Dairy,24,"Legal Counsel,Dairy,24"
"Director, Recruitment",Meats,26,"Director, Recruitment,Meats,26"
Baker,Dairy,24,"Baker,Dairy,24"
"Exec Assistant, Legal Counsel",Executive,26,"Exec Assistant, Legal Counsel,Executive,26"
HRIS Analyst,Bakery,15,"HRIS Analyst,Bakery,15"
"Director, Employee Records",Legal,20,"Director, Employee Records,Legal,20"
HRIS Analyst,Accounts Payable,18,"HRIS Analyst,Accounts Payable,18"
"Exec Assistant, Finance",Produce,22,"Exec Assistant, Finance,Produce,22"
Meat Cutter,Executive,23,"Meat Cutter,Executive,23"
"Director, Recruitment",Executive,24,"Director, Recruitment,Executive,24"
Meat Cutter,Bakery,10,"Meat Cutter,Bakery,10"
Dairy Person,Audit,14,"Dairy Person,Audit,14"
Benefits Admin,Employee Records,24,"Benefits Admin,Employee Records,24"
Dairy Person,Meats,20,"Dairy Person,Meats,20"
Auditor,Bakery,22,"Auditor,Bakery,22"
"Exec Assistant, Legal Counsel",Meats,17,"Exec Assistant, Legal Counsel,Meats,17"
Investment Analyst,Investment,22,"Investment Analyst,Investment,22"
Dairy Manager,Information Technology,17,"Dairy Manager,Information Technology,17"
"Exec Assistant, VP Stores",Meats,26,"Exec Assistant, VP Stores,Meats,26"
Labor Relations Analyst,Processed Foods,24,"Labor Relations Analyst,Processed Foods,24"
Shelf Stocker,Processed Foods,7,"Shelf Stocker,Processed Foods,7"
Corporate Lawyer,Produce,25,"Corporate Lawyer,Produce,25"
Systems Analyst,Labor Relations,14,"Systems Analyst,Labor Relations,14"
