country,rank,year,passport_info
Guinea-Bissau,83,2012,"Guinea-Bissau,83,2012"
Argentina,18,2015,"Argentina,18,2015"
Kazakhstan,81,2022,"Kazakhstan,81,2022"
Micronesia,38,2016,"Micronesia,38,2016"
Qatar,42,2017,"Qatar,42,2017"
New Zealand,4,2020,"New Zealand,4,2020"
Cyprus,48,2015,"Cyprus,48,2015"
St. Lucia,31,2021,"St. Lucia,31,2021"
Pakistan,103,2018,"Pakistan,103,2018"
Yemen,97,2013,"Yemen,97,2013"
Switzerland,5,2014,"Switzerland,5,2014"
Saudi Arabia,78,2011,"Saudi Arabia,78,2011"
Nicaragua,18,2012,"Nicaragua,18,2012"
Suriname,79,2020,"Suriname,79,2020"
Niger,80,2021,"Niger,80,2021"
Singapore,1,2018,"Singapore,1,2018"
Netherlands,4,2017,"Netherlands,4,2017"
Iran,94,2020,"Iran,94,2020"
Cuba,77,2018,"Cuba,77,2018"
Algeria,78,2018,"Algeria,78,2018"
Serbia,67,2011,"Serbia,67,2011"
Ukraine,50,2018,"Ukraine,50,2018"
Chile,18,2017,"Chile,18,2017"
India,88,2017,"India,88,2017"
Kiribati,44,2018,"Kiribati,44,2018"
Guyana,64,2015,"Guyana,64,2015"
Serbia,42,2020,"Serbia,42,2020"
Gabon,82,2019,"Gabon,82,2019"
Sierra Leone,83,2017,"Sierra Leone,83,2017"
Hungary,8,2017,"Hungary,8,2017"
Montenegro,70,2014,"Montenegro,70,2014"
Venezuela,47,2016,"Venezuela,47,2016"
Qatar,42,2007,"Qatar,42,2007"
Egypt,72,2009,"Egypt,72,2009"
Sudan,98,2015,"Sudan,98,2015"
Iraq,97,2012,"Iraq,97,2012"
Palau Islands,68,2018,"Palau Islands,68,2018"
The Gambia,62,2015,"The Gambia,62,2015"
Ireland,3,2014,"Ireland,3,2014"
Greece,12,2011,"Greece,12,2011"
Turkmenistan,82,2011,"Turkmenistan,82,2011"
Bhutan,68,2018,"Bhutan,68,2018"
Mauritius,6,2014,"Mauritius,6,2014"
Pakistan,104,2017,"Pakistan,104,2017"
Qatar,20,2009,"Qatar,20,2009"
Hungary,14,2010,"Hungary,14,2010"
Antigua and Barbuda,35,2017,"Antigua and Barbuda,35,2017"
Saudi Arabia,69,2021,"Saudi Arabia,69,2021"
Fiji,62,2007,"Fiji,62,2007"
Vanuatu,52,2007,"Vanuatu,52,2007"
North Korea,87,2016,"North Korea,87,2016"
Lesotho,63,2008,"Lesotho,63,2008"
Ukraine,30,2018,"Ukraine,30,2018"
Vatican City,5,2014,"Vatican City,5,2014"
Argentina,61,2018,"Argentina,61,2018"
Algeria,76,2015,"Algeria,76,2015"
Malta,18,2018,"Malta,18,2018"
Senegal,64,2006,"Senegal,64,2006"
Vanuatu,62,2021,"Vanuatu,62,2021"
Moldova,48,2008,"Moldova,48,2008"
Colombia,59,2006,"Colombia,59,2006"
Honduras,11,2017,"Honduras,11,2017"
Mauritius,19,2018,"Mauritius,19,2018"
Burkina Faso,81,2012,"Burkina Faso,81,2012"
Pakistan,96,2008,"Pakistan,96,2008"
Guinea-Bissau,80,2014,"Guinea-Bissau,80,2014"
Timor-Leste,74,2014,"Timor-Leste,74,2014"
Chad,85,2010,"Chad,85,2010"
Somalia,87,2016,"Somalia,87,2016"
Malaysia,37,2020,"Malaysia,37,2020"
Iran,99,2014,"Iran,99,2014"
Tanzania,78,2012,"Tanzania,78,2012"
Bolivia,43,2010,"Bolivia,43,2010"
Niger,75,2008,"Niger,75,2008"
Japan,1,2022,"Japan,1,2022"
Eritrea,83,2009,"Eritrea,83,2009"
Ukraine,69,2018,"Ukraine,69,2018"
Liberia,91,2015,"Liberia,91,2015"
Namibia,59,2013,"Namibia,59,2013"
Israel,43,2008,"Israel,43,2008"
Bolivia,65,2018,"Bolivia,65,2018"
Canada,5,2020,"Canada,5,2020"
Antigua and Barbuda,48,2014,"Antigua and Barbuda,48,2014"
Armenia,67,2013,"Armenia,67,2013"
Denmark,4,2020,"Denmark,4,2020"
Switzerland,10,2017,"Switzerland,10,2017"
Samoa,30,2011,"Samoa,30,2011"
Serbia,29,2021,"Serbia,29,2021"
Romania,26,2020,"Romania,26,2020"
Angola,92,2011,"Angola,92,2011"
Haiti,82,2013,"Haiti,82,2013"
St. Vincent and the Grenadines,45,2017,"St. Vincent and the Grenadines,45,2017"
Colombia,37,2008,"Colombia,37,2008"
Canada,7,2007,"Canada,7,2007"
Grenada,53,2016,"Grenada,53,2016"
The Gambia,80,2020,"The Gambia,80,2020"
Luxembourg,3,2012,"Luxembourg,3,2012"
Mali,88,2011,"Mali,88,2011"
Palestinian Territory,97,2010,"Palestinian Territory,97,2010"
South Africa,58,2013,"South Africa,58,2013"
Ireland,9,2021,"Ireland,9,2021"
Ethiopia,80,2006,"Ethiopia,80,2006"
Sweden,5,2011,"Sweden,5,2011"
Nepal,93,2012,"Nepal,93,2012"
San Marino,4,2006,"San Marino,4,2006"
India,87,2018,"India,87,2018"
Vanuatu,56,2017,"Vanuatu,56,2017"
Poland,25,2016,"Poland,25,2016"
Nepal,89,2012,"Nepal,89,2012"
Jamaica,8,2011,"Jamaica,8,2011"
Slovenia,13,2008,"Slovenia,13,2008"
Mongolia,77,2008,"Mongolia,77,2008"
Denmark,4,2011,"Denmark,4,2011"
Rwanda,80,2019,"Rwanda,80,2019"
Micronesia,43,2017,"Micronesia,43,2017"
Rwanda,78,2016,"Rwanda,78,2016"
Montenegro,33,2016,"Montenegro,33,2016"
Andorra,57,2015,"Andorra,57,2015"
United States,17,2016,"United States,17,2016"
Madagascar,81,2021,"Madagascar,81,2021"
Gabon,73,2019,"Gabon,73,2019"
Kiribati,63,2009,"Kiribati,63,2009"
Dominica,52,2018,"Dominica,52,2018"
Cape Verde Islands,80,2012,"Cape Verde Islands,80,2012"
St. Vincent and the Grenadines,22,2021,"St. Vincent and the Grenadines,22,2021"
Cote d'Ivoire,83,2010,"Cote d'Ivoire,83,2010"
India,78,2017,"India,78,2017"
Norway,4,2007,"Norway,4,2007"
Gabon,70,2008,"Gabon,70,2008"
Somalia,102,2020,"Somalia,102,2020"
Honduras,30,2009,"Honduras,30,2009"
Timor-Leste,62,2021,"Timor-Leste,62,2021"
Mongolia,51,2009,"Mongolia,51,2009"
Serbia,63,2014,"Serbia,63,2014"
Qatar,50,2008,"Qatar,50,2008"
Namibia,61,2011,"Namibia,61,2011"
Honduras,34,2011,"Honduras,34,2011"
Nicaragua,40,2008,"Nicaragua,40,2008"
Hungary,8,2014,"Hungary,8,2014"
Croatia,20,2009,"Croatia,20,2009"
South Africa,21,2008,"South Africa,21,2008"
Colombia,57,2012,"Colombia,57,2012"
Guinea,83,2021,"Guinea,83,2021"
Somalia,95,2009,"Somalia,95,2009"
Sierra Leone,80,2011,"Sierra Leone,80,2011"
Kazakhstan,57,2015,"Kazakhstan,57,2015"
Kiribati,44,2010,"Kiribati,44,2010"
Turkmenistan,84,2017,"Turkmenistan,84,2017"
Andorra,29,2008,"Andorra,29,2008"
Saudi Arabia,25,2009,"Saudi Arabia,25,2009"
Kiribati,56,2019,"Kiribati,56,2019"
Peru,29,2013,"Peru,29,2013"
Austria,5,2018,"Austria,5,2018"
Iran,88,2016,"Iran,88,2016"
Peru,30,2007,"Peru,30,2007"
Saudi Arabia,39,2012,"Saudi Arabia,39,2012"
Sao Tome and Principe,75,2022,"Sao Tome and Principe,75,2022"
Ghana,66,2009,"Ghana,66,2009"
Antigua and Barbuda,32,2013,"Antigua and Barbuda,32,2013"
Montenegro,47,2011,"Montenegro,47,2011"
Ethiopia,89,2013,"Ethiopia,89,2013"
Dominica,9,2015,"Dominica,9,2015"
Turkmenistan,85,2015,"Turkmenistan,85,2015"
Lesotho,49,2010,"Lesotho,49,2010"
Kuwait,61,2018,"Kuwait,61,2018"
Netherlands,41,2020,"Netherlands,41,2020"
Taiwan (Chinese Taipei),24,2009,"Taiwan (Chinese Taipei),24,2009"
Germany,3,2006,"Germany,3,2006"
Belize,41,2012,"Belize,41,2012"
Congo (Dem. Rep.),101,2021,"Congo (Dem. Rep.),101,2021"
Lesotho,65,2022,"Lesotho,65,2022"
Angola,89,2014,"Angola,89,2014"
Haiti,98,2014,"Haiti,98,2014"
Switzerland,13,2021,"Switzerland,13,2021"
Panama,61,2008,"Panama,61,2008"
Cyprus,16,2013,"Cyprus,16,2013"
Kiribati,51,2019,"Kiribati,51,2019"
Hong Kong (SAR China),38,2019,"Hong Kong (SAR China),38,2019"
Suriname,66,2020,"Suriname,66,2020"
Uruguay,51,2011,"Uruguay,51,2011"
Morocco,62,2015,"Morocco,62,2015"
Turkey,43,2015,"Turkey,43,2015"
Mozambique,71,2022,"Mozambique,71,2022"
Yemen,100,2009,"Yemen,100,2009"
Zimbabwe,77,2016,"Zimbabwe,77,2016"
Afghanistan,102,2019,"Afghanistan,102,2019"
Denmark,4,2017,"Denmark,4,2017"
Congo (Dem. Rep.),97,2011,"Congo (Dem. Rep.),97,2011"
Kiribati,53,2018,"Kiribati,53,2018"
Kuwait,69,2022,"Kuwait,69,2022"
Senegal,83,2020,"Senegal,83,2020"
North Macedonia,67,2022,"North Macedonia,67,2022"
Trinidad and Tobago,25,2013,"Trinidad and Tobago,25,2013"
Montenegro,45,2014,"Montenegro,45,2014"
Netherlands,6,2014,"Netherlands,6,2014"
Turkmenistan,78,2020,"Turkmenistan,78,2020"
Grenada,45,2015,"Grenada,45,2015"
eSwatini,73,2007,"eSwatini,73,2007"
Iceland,4,2015,"Iceland,4,2015"
Seychelles,32,2013,"Seychelles,32,2013"
Kiribati,57,2016,"Kiribati,57,2016"
Marshall Islands,59,2009,"Marshall Islands,59,2009"
Tajikistan,69,2015,"Tajikistan,69,2015"
Kiribati,42,2017,"Kiribati,42,2017"
Mauritania,88,2019,"Mauritania,88,2019"
Nigeria,91,2008,"Nigeria,91,2008"
Andorra,32,2020,"Andorra,32,2020"
Australia,6,2008,"Australia,6,2008"
Zimbabwe,71,2015,"Zimbabwe,71,2015"
Japan,1,2017,"Japan,1,2017"
Senegal,72,2007,"Senegal,72,2007"
Bolivia,66,2020,"Bolivia,66,2020"
Somalia,100,2017,"Somalia,100,2017"
Russian Federation,53,2012,"Russian Federation,53,2012"
Chad,88,2009,"Chad,88,2009"
Moldova,66,2020,"Moldova,66,2020"
Chile,22,2022,"Chile,22,2022"
Kazakhstan,76,2010,"Kazakhstan,76,2010"
Madagascar,88,2019,"Madagascar,88,2019"
Sao Tome and Principe,62,2009,"Sao Tome and Principe,62,2009"
Portugal,3,2014,"Portugal,3,2014"
United States,4,2012,"United States,4,2012"
Ukraine,67,2021,"Ukraine,67,2021"
Turkey,31,2021,"Turkey,31,2021"
Mali,78,2019,"Mali,78,2019"
Djibouti,95,2020,"Djibouti,95,2020"
Namibia,74,2016,"Namibia,74,2016"
Cambodia,98,2011,"Cambodia,98,2011"
Malta,20,2011,"Malta,20,2011"
India,54,2020,"India,54,2020"
Lesotho,74,2016,"Lesotho,74,2016"
Slovakia,22,2008,"Slovakia,22,2008"
Belgium,3,2018,"Belgium,3,2018"
Palau Islands,69,2013,"Palau Islands,69,2013"
Tanzania,76,2012,"Tanzania,76,2012"
Myanmar,90,2016,"Myanmar,90,2016"
Sao Tome and Principe,79,2008,"Sao Tome and Principe,79,2008"
Poland,35,2010,"Poland,35,2010"
Tanzania,70,2012,"Tanzania,70,2012"
Hungary,3,2006,"Hungary,3,2006"
Congo (Dem. Rep.),89,2012,"Congo (Dem. Rep.),89,2012"
Kazakhstan,82,2016,"Kazakhstan,82,2016"
Benin,62,2019,"Benin,62,2019"
Madagascar,80,2013,"Madagascar,80,2013"
Bulgaria,33,2010,"Bulgaria,33,2010"
Uzbekistan,72,2013,"Uzbekistan,72,2013"
Croatia,18,2014,"Croatia,18,2014"
Mauritius,23,2016,"Mauritius,23,2016"
Netherlands,38,2022,"Netherlands,38,2022"
Ghana,76,2019,"Ghana,76,2019"
Croatia,17,2021,"Croatia,17,2021"
Mali,83,2019,"Mali,83,2019"
Haiti,103,2010,"Haiti,103,2010"
South Korea,5,2018,"South Korea,5,2018"
Micronesia,39,2008,"Micronesia,39,2008"
Qatar,60,2009,"Qatar,60,2009"
Iceland,17,2010,"Iceland,17,2010"
Kenya,47,2008,"Kenya,47,2008"
Netherlands,3,2016,"Netherlands,3,2016"
Rwanda,60,2021,"Rwanda,60,2021"
Vanuatu,61,2017,"Vanuatu,61,2017"
Mali,83,2015,"Mali,83,2015"
Honduras,60,2017,"Honduras,60,2017"
Comoro Islands,86,2009,"Comoro Islands,86,2009"
Cameroon,84,2006,"Cameroon,84,2006"
Lebanon,93,2012,"Lebanon,93,2012"
Congo (Dem. Rep.),90,2018,"Congo (Dem. Rep.),90,2018"
Ireland,9,2020,"Ireland,9,2020"
Somalia,99,2020,"Somalia,99,2020"
North Macedonia,44,2021,"North Macedonia,44,2021"
Ethiopia,87,2008,"Ethiopia,87,2008"
Lebanon,93,2007,"Lebanon,93,2007"
Chile,67,2021,"Chile,67,2021"
Russian Federation,68,2014,"Russian Federation,68,2014"
Dominica,41,2007,"Dominica,41,2007"
Argentina,8,2012,"Argentina,8,2012"
Guinea,71,2019,"Guinea,71,2019"
Estonia,7,2010,"Estonia,7,2010"
Bahamas,25,2012,"Bahamas,25,2012"
Lebanon,88,2021,"Lebanon,88,2021"
Hungary,21,2006,"Hungary,21,2006"
Belize,70,2015,"Belize,70,2015"
Panama,43,2015,"Panama,43,2015"
Cambodia,72,2009,"Cambodia,72,2009"
Barbados,30,2021,"Barbados,30,2021"
Greece,25,2017,"Greece,25,2017"
The Gambia,77,2009,"The Gambia,77,2009"
Oman,62,2008,"Oman,62,2008"
Ethiopia,91,2018,"Ethiopia,91,2018"
Central African Republic,87,2011,"Central African Republic,87,2011"
Israel,42,2016,"Israel,42,2016"
Uruguay,52,2020,"Uruguay,52,2020"
Marshall Islands,46,2019,"Marshall Islands,46,2019"
Nepal,104,2018,"Nepal,104,2018"
Brazil,24,2008,"Brazil,24,2008"
Cote d'Ivoire,86,2007,"Cote d'Ivoire,86,2007"
Brazil,22,2018,"Brazil,22,2018"
Senegal,91,2018,"Senegal,91,2018"
Bahamas,50,2014,"Bahamas,50,2014"
Antigua and Barbuda,52,2009,"Antigua and Barbuda,52,2009"
Taiwan (Chinese Taipei),8,2006,"Taiwan (Chinese Taipei),8,2006"
Sudan,93,2016,"Sudan,93,2016"
Nicaragua,42,2007,"Nicaragua,42,2007"
Thailand,61,2010,"Thailand,61,2010"
Lebanon,91,2011,"Lebanon,91,2011"
Andorra,10,2021,"Andorra,10,2021"
Gabon,60,2008,"Gabon,60,2008"
Bolivia,59,2018,"Bolivia,59,2018"
Fiji,50,2006,"Fiji,50,2006"
Tanzania,56,2010,"Tanzania,56,2010"
Kenya,71,2016,"Kenya,71,2016"
New Zealand,12,2012,"New Zealand,12,2012"
Iraq,102,2017,"Iraq,102,2017"
Djibouti,82,2022,"Djibouti,82,2022"
Colombia,52,2020,"Colombia,52,2020"
Slovenia,9,2021,"Slovenia,9,2021"
Jordan,82,2015,"Jordan,82,2015"
Lesotho,73,2014,"Lesotho,73,2014"
Bahrain,62,2017,"Bahrain,62,2017"
Yemen,100,2016,"Yemen,100,2016"
Norway,4,2017,"Norway,4,2017"
Fiji,65,2008,"Fiji,65,2008"
Guinea,88,2013,"Guinea,88,2013"
Trinidad and Tobago,9,2013,"Trinidad and Tobago,9,2013"
Slovakia,10,2019,"Slovakia,10,2019"
Slovenia,4,2007,"Slovenia,4,2007"
Netherlands,3,2014,"Netherlands,3,2014"
Sierra Leone,82,2021,"Sierra Leone,82,2021"
Estonia,10,2013,"Estonia,10,2013"
Malta,3,2008,"Malta,3,2008"
Uganda,62,2015,"Uganda,62,2015"
Sudan,102,2009,"Sudan,102,2009"
Croatia,27,2015,"Croatia,27,2015"
Cambodia,81,2010,"Cambodia,81,2010"
Brunei,30,2010,"Brunei,30,2010"
Greece,19,2014,"Greece,19,2014"
Gabon,80,2017,"Gabon,80,2017"
Guinea-Bissau,88,2021,"Guinea-Bissau,88,2021"
Liberia,79,2020,"Liberia,79,2020"
Burundi,95,2007,"Burundi,95,2007"
Kenya,53,2017,"Kenya,53,2017"
Antigua and Barbuda,26,2007,"Antigua and Barbuda,26,2007"
Kuwait,36,2006,"Kuwait,36,2006"
Belarus,77,2015,"Belarus,77,2015"
Panama,47,2007,"Panama,47,2007"
Liechtenstein,4,2008,"Liechtenstein,4,2008"
Chad,93,2007,"Chad,93,2007"
Brunei,31,2014,"Brunei,31,2014"
Indonesia,64,2018,"Indonesia,64,2018"
Morocco,62,2015,"Morocco,62,2015"
Malawi,82,2020,"Malawi,82,2020"
Chad,70,2019,"Chad,70,2019"
Nepal,95,2012,"Nepal,95,2012"
Estonia,15,2009,"Estonia,15,2009"
Tunisia,74,2019,"Tunisia,74,2019"
Barbados,16,2013,"Barbados,16,2013"
Mauritania,83,2019,"Mauritania,83,2019"
The Gambia,72,2013,"The Gambia,72,2013"
Bangladesh,91,2006,"Bangladesh,91,2006"
Turkey,46,2014,"Turkey,46,2014"
United States,11,2008,"United States,11,2008"
Andorra,39,2019,"Andorra,39,2019"
Czech Republic,19,2022,"Czech Republic,19,2022"
Romania,11,2022,"Romania,11,2022"
Jordan,88,2020,"Jordan,88,2020"
Germany,4,2012,"Germany,4,2012"
Switzerland,5,2006,"Switzerland,5,2006"
Serbia,24,2010,"Serbia,24,2010"
Luxembourg,3,2011,"Luxembourg,3,2011"
South Sudan,71,2012,"South Sudan,71,2012"
Burundi,91,2017,"Burundi,91,2017"
Bosnia and Herzegovina,32,2011,"Bosnia and Herzegovina,32,2011"
Slovenia,20,2017,"Slovenia,20,2017"
South Africa,66,2019,"South Africa,66,2019"
Dominica,9,2008,"Dominica,9,2008"
Micronesia,56,2011,"Micronesia,56,2011"
Bahamas,17,2009,"Bahamas,17,2009"
Latvia,12,2018,"Latvia,12,2018"
Sierra Leone,80,2013,"Sierra Leone,80,2013"
Brazil,11,2010,"Brazil,11,2010"
Spain,4,2010,"Spain,4,2010"
Burundi,82,2009,"Burundi,82,2009"
Uruguay,45,2018,"Uruguay,45,2018"
Iceland,5,2020,"Iceland,5,2020"
Seychelles,18,2009,"Seychelles,18,2009"
Bosnia and Herzegovina,54,2016,"Bosnia and Herzegovina,54,2016"
Djibouti,92,2011,"Djibouti,92,2011"
Chad,90,2011,"Chad,90,2011"
Turkey,78,2021,"Turkey,78,2021"
Angola,90,2015,"Angola,90,2015"
Nigeria,92,2007,"Nigeria,92,2007"
Somalia,99,2009,"Somalia,99,2009"
Uzbekistan,87,2013,"Uzbekistan,87,2013"
Burkina Faso,77,2007,"Burkina Faso,77,2007"
Papua New Guinea,69,2007,"Papua New Guinea,69,2007"
Mauritania,75,2016,"Mauritania,75,2016"
Tanzania,65,2011,"Tanzania,65,2011"
St. Kitts and Nevis,21,2019,"St. Kitts and Nevis,21,2019"
Uzbekistan,89,2011,"Uzbekistan,89,2011"
Benin,57,2008,"Benin,57,2008"
Poland,7,2016,"Poland,7,2016"
Samoa,64,2014,"Samoa,64,2014"
Iceland,11,2018,"Iceland,11,2018"
Somalia,106,2020,"Somalia,106,2020"
Georgia,47,2019,"Georgia,47,2019"
Liechtenstein,20,2019,"Liechtenstein,20,2019"
Turkmenistan,86,2021,"Turkmenistan,86,2021"
Equatorial Guinea,72,2009,"Equatorial Guinea,72,2009"
Papua New Guinea,47,2021,"Papua New Guinea,47,2021"
Congo (Rep.),91,2016,"Congo (Rep.),91,2016"
Guatemala,42,2012,"Guatemala,42,2012"
Palau Islands,60,2009,"Palau Islands,60,2009"
Romania,21,2011,"Romania,21,2011"
Ukraine,36,2007,"Ukraine,36,2007"
Netherlands,4,2019,"Netherlands,4,2019"
Guinea,75,2019,"Guinea,75,2019"
Timor-Leste,37,2017,"Timor-Leste,37,2017"
El Salvador,25,2006,"El Salvador,25,2006"
Poland,6,2008,"Poland,6,2008"
Romania,45,2009,"Romania,45,2009"
Burkina Faso,76,2008,"Burkina Faso,76,2008"
Liechtenstein,39,2021,"Liechtenstein,39,2021"
Mozambique,78,2020,"Mozambique,78,2020"
Senegal,77,2015,"Senegal,77,2015"
Panama,56,2013,"Panama,56,2013"
Libya,86,2021,"Libya,86,2021"
Kiribati,38,2006,"Kiribati,38,2006"
United States,3,2013,"United States,3,2013"
Barbados,13,2011,"Barbados,13,2011"
Poland,10,2015,"Poland,10,2015"
Liberia,97,2012,"Liberia,97,2012"
Dominican Republic,56,2013,"Dominican Republic,56,2013"
Tajikistan,71,2009,"Tajikistan,71,2009"
Guinea,74,2010,"Guinea,74,2010"
Uzbekistan,42,2009,"Uzbekistan,42,2009"
Tajikistan,85,2019,"Tajikistan,85,2019"
Trinidad and Tobago,37,2020,"Trinidad and Tobago,37,2020"
Ireland,10,2016,"Ireland,10,2016"
eSwatini,87,2019,"eSwatini,87,2019"
Macao (SAR China),40,2008,"Macao (SAR China),40,2008"
Guinea-Bissau,87,2008,"Guinea-Bissau,87,2008"
Venezuela,44,2012,"Venezuela,44,2012"
Serbia,21,2022,"Serbia,21,2022"
Netherlands,4,2022,"Netherlands,4,2022"
Guinea-Bissau,96,2018,"Guinea-Bissau,96,2018"
Hong Kong (SAR China),28,2021,"Hong Kong (SAR China),28,2021"
Maldives,38,2013,"Maldives,38,2013"
Colombia,34,2010,"Colombia,34,2010"
Ethiopia,91,2009,"Ethiopia,91,2009"
Panama,41,2011,"Panama,41,2011"
Nepal,98,2010,"Nepal,98,2010"
Spain,10,2021,"Spain,10,2021"
Austria,6,2013,"Austria,6,2013"
Moldova,62,2007,"Moldova,62,2007"
Italy,3,2008,"Italy,3,2008"
Togo,91,2022,"Togo,91,2022"
Mongolia,75,2014,"Mongolia,75,2014"
Vatican City,43,2014,"Vatican City,43,2014"
Malawi,63,2022,"Malawi,63,2022"
Chad,86,2007,"Chad,86,2007"
Turkmenistan,94,2016,"Turkmenistan,94,2016"
The Gambia,64,2021,"The Gambia,64,2021"
Georgia,70,2021,"Georgia,70,2021"
Lebanon,93,2012,"Lebanon,93,2012"
Czech Republic,19,2013,"Czech Republic,19,2013"
St. Vincent and the Grenadines,59,2016,"St. Vincent and the Grenadines,59,2016"
Botswana,49,2009,"Botswana,49,2009"
Sudan,84,2011,"Sudan,84,2011"
Tuvalu,26,2007,"Tuvalu,26,2007"
Grenada,55,2020,"Grenada,55,2020"
Burkina Faso,68,2010,"Burkina Faso,68,2010"
Lebanon,83,2020,"Lebanon,83,2020"
Azerbaijan,62,2016,"Azerbaijan,62,2016"
Cote d'Ivoire,69,2013,"Cote d'Ivoire,69,2013"
Tuvalu,41,2017,"Tuvalu,41,2017"
Suriname,62,2018,"Suriname,62,2018"
Spain,25,2021,"Spain,25,2021"
Sierra Leone,78,2015,"Sierra Leone,78,2015"
Pakistan,96,2008,"Pakistan,96,2008"
Pakistan,102,2009,"Pakistan,102,2009"
Kenya,52,2011,"Kenya,52,2011"
Syria,106,2012,"Syria,106,2012"
Mexico,31,2020,"Mexico,31,2020"
Dominica,42,2019,"Dominica,42,2019"
Bahamas,61,2008,"Bahamas,61,2008"
United Arab Emirates,20,2021,"United Arab Emirates,20,2021"
eSwatini,82,2013,"eSwatini,82,2013"
Niger,90,2008,"Niger,90,2008"
Japan,1,2014,"Japan,1,2014"
Cambodia,83,2011,"Cambodia,83,2011"
Madagascar,64,2014,"Madagascar,64,2014"
Thailand,80,2021,"Thailand,80,2021"
Nauru,17,2009,"Nauru,17,2009"
Peru,22,2009,"Peru,22,2009"
Netherlands,7,2022,"Netherlands,7,2022"
Iran,95,2019,"Iran,95,2019"
Grenada,79,2021,"Grenada,79,2021"
Kiribati,60,2009,"Kiribati,60,2009"
St. Kitts and Nevis,56,2014,"St. Kitts and Nevis,56,2014"
Madagascar,85,2012,"Madagascar,85,2012"
Bulgaria,27,2006,"Bulgaria,27,2006"
Dominica,20,2006,"Dominica,20,2006"
Chile,8,2006,"Chile,8,2006"
Marshall Islands,62,2008,"Marshall Islands,62,2008"
Bhutan,81,2019,"Bhutan,81,2019"
Lithuania,6,2008,"Lithuania,6,2008"
Hong Kong (SAR China),35,2016,"Hong Kong (SAR China),35,2016"
Bahamas,29,2010,"Bahamas,29,2010"
Monaco,14,2008,"Monaco,14,2008"
Eritrea,87,2021,"Eritrea,87,2021"
Myanmar,87,2009,"Myanmar,87,2009"
Morocco,71,2018,"Morocco,71,2018"
Botswana,54,2010,"Botswana,54,2010"
Portugal,5,2021,"Portugal,5,2021"
Laos,88,2018,"Laos,88,2018"
Spain,6,2019,"Spain,6,2019"
Cameroon,82,2021,"Cameroon,82,2021"
Oman,63,2012,"Oman,63,2012"
South Korea,4,2013,"South Korea,4,2013"
Cameroon,95,2016,"Cameroon,95,2016"
Cape Verde Islands,65,2007,"Cape Verde Islands,65,2007"
Poland,22,2022,"Poland,22,2022"
Azerbaijan,28,2014,"Azerbaijan,28,2014"
Mozambique,73,2010,"Mozambique,73,2010"
Ecuador,70,2020,"Ecuador,70,2020"
Mozambique,79,2018,"Mozambique,79,2018"
Malta,15,2020,"Malta,15,2020"
Oman,36,2016,"Oman,36,2016"
Vietnam,86,2021,"Vietnam,86,2021"
United Kingdom,11,2010,"United Kingdom,11,2010"
Uganda,86,2008,"Uganda,86,2008"
Turkey,36,2008,"Turkey,36,2008"
Moldova,51,2014,"Moldova,51,2014"
South Sudan,97,2008,"South Sudan,97,2008"
Saudi Arabia,67,2021,"Saudi Arabia,67,2021"
Kuwait,73,2015,"Kuwait,73,2015"
Belgium,5,2019,"Belgium,5,2019"
Belgium,4,2011,"Belgium,4,2011"
Haiti,88,2013,"Haiti,88,2013"
Monaco,22,2010,"Monaco,22,2010"
Tajikistan,92,2019,"Tajikistan,92,2019"
India,69,2013,"India,69,2013"
Colombia,42,2007,"Colombia,42,2007"
Brunei,29,2018,"Brunei,29,2018"
Tonga,55,2020,"Tonga,55,2020"
Saudi Arabia,64,2015,"Saudi Arabia,64,2015"
India,86,2019,"India,86,2019"
Belgium,6,2014,"Belgium,6,2014"
Panama,49,2012,"Panama,49,2012"
Rwanda,64,2020,"Rwanda,64,2020"
Cameroon,89,2016,"Cameroon,89,2016"
Marshall Islands,60,2020,"Marshall Islands,60,2020"
Cameroon,85,2020,"Cameroon,85,2020"
Norway,4,2014,"Norway,4,2014"
Mongolia,73,2007,"Mongolia,73,2007"
Belgium,2,2010,"Belgium,2,2010"
Marshall Islands,75,2019,"Marshall Islands,75,2019"
Tunisia,63,2011,"Tunisia,63,2011"
Ukraine,47,2016,"Ukraine,47,2016"
Oman,67,2009,"Oman,67,2009"
Ecuador,79,2008,"Ecuador,79,2008"
Guatemala,67,2009,"Guatemala,67,2009"
Pakistan,105,2017,"Pakistan,105,2017"
Vanuatu,19,2015,"Vanuatu,19,2015"
Timor-Leste,56,2008,"Timor-Leste,56,2008"
Bangladesh,99,2016,"Bangladesh,99,2016"
South Korea,5,2016,"South Korea,5,2016"
Estonia,24,2016,"Estonia,24,2016"
Zimbabwe,57,2018,"Zimbabwe,57,2018"
Kenya,67,2019,"Kenya,67,2019"
Chile,52,2017,"Chile,52,2017"
Iraq,103,2013,"Iraq,103,2013"
Cuba,68,2018,"Cuba,68,2018"
Chile,17,2008,"Chile,17,2008"
Ecuador,67,2013,"Ecuador,67,2013"
Cuba,71,2018,"Cuba,71,2018"
Saudi Arabia,87,2018,"Saudi Arabia,87,2018"
Montenegro,63,2016,"Montenegro,63,2016"
Denmark,3,2006,"Denmark,3,2006"
Colombia,27,2010,"Colombia,27,2010"
Singapore,1,2006,"Singapore,1,2006"
Guatemala,10,2006,"Guatemala,10,2006"
Mongolia,73,2007,"Mongolia,73,2007"
Tunisia,63,2021,"Tunisia,63,2021"
Germany,2,2019,"Germany,2,2019"
