job,marital,education,demographic_info
housemaid,divorced,primary,"housemaid,divorced,primary"
unemployed,married,unknown,"unemployed,married,unknown"
self-employed,married,unknown,"self-employed,married,unknown"
retired,single,tertiary,"retired,single,tertiary"
self-employed,married,secondary,"self-employed,married,secondary"
housemaid,single,unknown,"housemaid,single,unknown"
admin.,divorced,primary,"admin.,divorced,primary"
self-employed,married,secondary,"self-employed,married,secondary"
unemployed,married,unknown,"unemployed,married,unknown"
unknown,married,tertiary,"unknown,married,tertiary"
management,divorced,tertiary,"management,divorced,tertiary"
technician,married,unknown,"technician,married,unknown"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
student,married,primary,"student,married,primary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
housemaid,married,primary,"housemaid,married,primary"
unemployed,married,unknown,"unemployed,married,unknown"
management,divorced,primary,"management,divorced,primary"
housemaid,married,secondary,"housemaid,married,secondary"
services,married,unknown,"services,married,unknown"
retired,divorced,tertiary,"retired,divorced,tertiary"
management,married,tertiary,"management,married,tertiary"
unknown,single,tertiary,"unknown,single,tertiary"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
management,married,unknown,"management,married,unknown"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
management,single,unknown,"management,single,unknown"
admin.,married,secondary,"admin.,married,secondary"
services,divorced,primary,"services,divorced,primary"
blue-collar,single,secondary,"blue-collar,single,secondary"
unknown,married,tertiary,"unknown,married,tertiary"
self-employed,divorced,unknown,"self-employed,divorced,unknown"
blue-collar,married,unknown,"blue-collar,married,unknown"
student,married,tertiary,"student,married,tertiary"
admin.,single,unknown,"admin.,single,unknown"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
retired,divorced,tertiary,"retired,divorced,tertiary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
management,divorced,unknown,"management,divorced,unknown"
management,single,primary,"management,single,primary"
unknown,married,unknown,"unknown,married,unknown"
technician,single,unknown,"technician,single,unknown"
services,divorced,primary,"services,divorced,primary"
retired,single,primary,"retired,single,primary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
unknown,married,tertiary,"unknown,married,tertiary"
admin.,single,secondary,"admin.,single,secondary"
management,single,tertiary,"management,single,tertiary"
services,divorced,primary,"services,divorced,primary"
unemployed,single,primary,"unemployed,single,primary"
technician,single,unknown,"technician,single,unknown"
housemaid,single,tertiary,"housemaid,single,tertiary"
technician,divorced,unknown,"technician,divorced,unknown"
self-employed,divorced,unknown,"self-employed,divorced,unknown"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
admin.,single,tertiary,"admin.,single,tertiary"
management,single,unknown,"management,single,unknown"
student,married,unknown,"student,married,unknown"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
blue-collar,single,unknown,"blue-collar,single,unknown"
housemaid,married,tertiary,"housemaid,married,tertiary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
admin.,married,secondary,"admin.,married,secondary"
services,divorced,unknown,"services,divorced,unknown"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
technician,single,unknown,"technician,single,unknown"
admin.,divorced,secondary,"admin.,divorced,secondary"
entrepreneur,married,unknown,"entrepreneur,married,unknown"
retired,married,secondary,"retired,married,secondary"
retired,divorced,unknown,"retired,divorced,unknown"
unknown,single,unknown,"unknown,single,unknown"
housemaid,married,unknown,"housemaid,married,unknown"
blue-collar,married,unknown,"blue-collar,married,unknown"
retired,single,tertiary,"retired,single,tertiary"
blue-collar,divorced,unknown,"blue-collar,divorced,unknown"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
housemaid,married,secondary,"housemaid,married,secondary"
retired,divorced,primary,"retired,divorced,primary"
technician,divorced,unknown,"technician,divorced,unknown"
unknown,divorced,tertiary,"unknown,divorced,tertiary"
unemployed,married,tertiary,"unemployed,married,tertiary"
self-employed,single,tertiary,"self-employed,single,tertiary"
management,married,unknown,"management,married,unknown"
blue-collar,married,secondary,"blue-collar,married,secondary"
self-employed,single,primary,"self-employed,single,primary"
services,divorced,secondary,"services,divorced,secondary"
admin.,single,primary,"admin.,single,primary"
self-employed,married,secondary,"self-employed,married,secondary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
admin.,single,secondary,"admin.,single,secondary"
unknown,single,primary,"unknown,single,primary"
services,divorced,tertiary,"services,divorced,tertiary"
entrepreneur,divorced,unknown,"entrepreneur,divorced,unknown"
retired,divorced,unknown,"retired,divorced,unknown"
self-employed,single,secondary,"self-employed,single,secondary"
unknown,divorced,secondary,"unknown,divorced,secondary"
services,single,unknown,"services,single,unknown"
retired,married,tertiary,"retired,married,tertiary"
unemployed,single,secondary,"unemployed,single,secondary"
services,divorced,secondary,"services,divorced,secondary"
services,divorced,unknown,"services,divorced,unknown"
student,married,unknown,"student,married,unknown"
unemployed,married,unknown,"unemployed,married,unknown"
services,married,primary,"services,married,primary"
management,married,unknown,"management,married,unknown"
housemaid,married,tertiary,"housemaid,married,tertiary"
management,divorced,unknown,"management,divorced,unknown"
admin.,single,unknown,"admin.,single,unknown"
services,divorced,secondary,"services,divorced,secondary"
blue-collar,married,primary,"blue-collar,married,primary"
admin.,single,tertiary,"admin.,single,tertiary"
technician,single,tertiary,"technician,single,tertiary"
retired,married,secondary,"retired,married,secondary"
housemaid,married,secondary,"housemaid,married,secondary"
technician,single,secondary,"technician,single,secondary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
management,single,unknown,"management,single,unknown"
admin.,divorced,primary,"admin.,divorced,primary"
retired,divorced,secondary,"retired,divorced,secondary"
services,single,tertiary,"services,single,tertiary"
technician,single,secondary,"technician,single,secondary"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
technician,single,unknown,"technician,single,unknown"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
management,divorced,secondary,"management,divorced,secondary"
self-employed,single,unknown,"self-employed,single,unknown"
services,divorced,primary,"services,divorced,primary"
admin.,divorced,primary,"admin.,divorced,primary"
admin.,divorced,unknown,"admin.,divorced,unknown"
student,single,secondary,"student,single,secondary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
blue-collar,single,secondary,"blue-collar,single,secondary"
unemployed,married,secondary,"unemployed,married,secondary"
services,single,secondary,"services,single,secondary"
management,married,unknown,"management,married,unknown"
technician,single,secondary,"technician,single,secondary"
self-employed,single,secondary,"self-employed,single,secondary"
blue-collar,single,secondary,"blue-collar,single,secondary"
services,single,tertiary,"services,single,tertiary"
admin.,married,unknown,"admin.,married,unknown"
self-employed,married,secondary,"self-employed,married,secondary"
blue-collar,married,unknown,"blue-collar,married,unknown"
blue-collar,single,secondary,"blue-collar,single,secondary"
services,married,secondary,"services,married,secondary"
technician,married,unknown,"technician,married,unknown"
technician,divorced,tertiary,"technician,divorced,tertiary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
housemaid,married,unknown,"housemaid,married,unknown"
housemaid,single,secondary,"housemaid,single,secondary"
management,single,tertiary,"management,single,tertiary"
entrepreneur,single,primary,"entrepreneur,single,primary"
blue-collar,married,secondary,"blue-collar,married,secondary"
unknown,single,secondary,"unknown,single,secondary"
technician,married,tertiary,"technician,married,tertiary"
unknown,divorced,unknown,"unknown,divorced,unknown"
unknown,married,unknown,"unknown,married,unknown"
unemployed,single,secondary,"unemployed,single,secondary"
unemployed,married,secondary,"unemployed,married,secondary"
unknown,married,secondary,"unknown,married,secondary"
retired,single,unknown,"retired,single,unknown"
services,married,secondary,"services,married,secondary"
unemployed,divorced,primary,"unemployed,divorced,primary"
retired,married,primary,"retired,married,primary"
retired,single,primary,"retired,single,primary"
services,divorced,tertiary,"services,divorced,tertiary"
self-employed,single,secondary,"self-employed,single,secondary"
housemaid,married,tertiary,"housemaid,married,tertiary"
admin.,single,secondary,"admin.,single,secondary"
housemaid,married,secondary,"housemaid,married,secondary"
services,single,primary,"services,single,primary"
retired,single,unknown,"retired,single,unknown"
management,divorced,secondary,"management,divorced,secondary"
technician,divorced,unknown,"technician,divorced,unknown"
unknown,married,unknown,"unknown,married,unknown"
self-employed,single,unknown,"self-employed,single,unknown"
services,single,unknown,"services,single,unknown"
self-employed,married,tertiary,"self-employed,married,tertiary"
technician,divorced,primary,"technician,divorced,primary"
student,single,tertiary,"student,single,tertiary"
student,single,unknown,"student,single,unknown"
blue-collar,single,primary,"blue-collar,single,primary"
unemployed,divorced,unknown,"unemployed,divorced,unknown"
housemaid,single,secondary,"housemaid,single,secondary"
management,married,primary,"management,married,primary"
unemployed,single,tertiary,"unemployed,single,tertiary"
admin.,single,primary,"admin.,single,primary"
management,married,primary,"management,married,primary"
services,single,tertiary,"services,single,tertiary"
student,single,tertiary,"student,single,tertiary"
unknown,single,unknown,"unknown,single,unknown"
services,single,primary,"services,single,primary"
retired,divorced,secondary,"retired,divorced,secondary"
services,married,secondary,"services,married,secondary"
housemaid,divorced,primary,"housemaid,divorced,primary"
blue-collar,divorced,unknown,"blue-collar,divorced,unknown"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
